train_loss,valid_loss,best_valid_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8319700479507446,0.7925745248794556,0.7925745248794556,1,1784561216,,False,1,602b4d87,2026-07-20_10-26-56,3.43048357963562,3.43048357963562,13548,Rohan-Laptop,172.22.123.235,3.43048357963562,1
0.734630823135376,0.6327160596847534,0.6327160596847534,2,1784561218,,False,2,602b4d87,2026-07-20_10-26-58,1.8187451362609863,5.2492287158966064,13548,Rohan-Laptop,172.22.123.235,5.2492287158966064,2
0.6637071251869202,0.5849018692970276,0.5849018692970276,3,1784561219,,False,3,602b4d87,2026-07-20_10-26-59,1.5329394340515137,6.78216814994812,13548,Rohan-Laptop,172.22.123.235,6.78216814994812,3
0.6077567338943481,0.5780627727508545,0.5780627727508545,4,1784561220,,False,4,602b4d87,2026-07-20_10-27-00,1.192667007446289,7.974835157394409,13548,Rohan-Laptop,172.22.123.235,7.974835157394409,4
0.5565689444541931,0.5012293457984924,0.5012293457984924,5,1784561222,,False,5,602b4d87,2026-07-20_10-27-02,1.2919349670410156,9.266770124435425,13548,Rohan-Laptop,172.22.123.235,9.266770124435425,5
0.46648017764091493,0.43410784006118774,0.43410784006118774,6,1784561223,,False,6,602b4d87,2026-07-20_10-27-03,1.2612526416778564,10.528022766113281,13548,Rohan-Laptop,172.22.123.235,10.528022766113281,6
0.4207351565361023,0.4153340458869934,0.4153340458869934,7,1784561224,,False,7,602b4d87,2026-07-20_10-27-04,1.1647663116455078,11.692789077758789,13548,Rohan-Laptop,172.22.123.235,11.692789077758789,7
0.38458219170570374,0.4076436161994934,0.4076436161994934,8,1784561225,,False,8,602b4d87,2026-07-20_10-27-05,1.0298187732696533,12.722607851028442,13548,Rohan-Laptop,172.22.123.235,12.722607851028442,8
0.36533316373825075,0.4001144766807556,0.4001144766807556,9,1784561226,,False,9,602b4d87,2026-07-20_10-27-06,1.081151008605957,13.8037588596344,13548,Rohan-Laptop,172.22.123.235,13.8037588596344,9
0.35535234212875366,0.3833968937397003,0.3833968937397003,10,1784561228,,True,10,602b4d87,2026-07-20_10-27-08,1.4157042503356934,15.219463109970093,13548,Rohan-Laptop,172.22.123.235,15.219463109970093,10
