z, Velocity_0, GasTemperature_0, SolidTemperature_0, CH4_0, CO_0, O2_0, CO2_0, H2_0, H2O_0, AR_0, H(s)_0, O(s)_0, CH4(s)_0, H2O(s)_0, CO2(s)_0, CO(s)_0, OH(s)_0, C(s)_0, HCO(s)_0, CH(s)_0, CH3(s)_0, CH2(s)_0, COOH(s)_0, Ni(s)_0, Velocity_1, GasTemperature_1, SolidTemperature_1, CH4_1, CO_1, O2_1, CO2_1, H2_1, H2O_1, AR_1, H(s)_1, O(s)_1, CH4(s)_1, H2O(s)_1, CO2(s)_1, CO(s)_1, OH(s)_1, C(s)_1, HCO(s)_1, CH(s)_1, CH3(s)_1, CH2(s)_1, COOH(s)_1, Ni(s)_1, Velocity_2, GasTemperature_2, SolidTemperature_2, CH4_2, CO_2, O2_2, CO2_2, H2_2, H2O_2, AR_2, H(s)_2, O(s)_2, CH4(s)_2, H2O(s)_2, CO2(s)_2, CO(s)_2, OH(s)_2, C(s)_2, HCO(s)_2, CH(s)_2, CH3(s)_2, CH2(s)_2, COOH(s)_2, Ni(s)_2, Velocity_3, GasTemperature_3, SolidTemperature_3, CH4_3, CO_3, O2_3, CO2_3, H2_3, H2O_3, AR_3, H(s)_3, O(s)_3, CH4(s)_3, H2O(s)_3, CO2(s)_3, CO(s)_3, OH(s)_3, C(s)_3, HCO(s)_3, CH(s)_3, CH3(s)_3, CH2(s)_3, COOH(s)_3, Ni(s)_3, Velocity_4, GasTemperature_4, SolidTemperature_4, CH4_4, CO_4, O2_4, CO2_4, H2_4, H2O_4, AR_4, H(s)_4, O(s)_4, CH4(s)_4, H2O(s)_4, CO2(s)_4, CO(s)_4, OH(s)_4, C(s)_4, HCO(s)_4, CH(s)_4, CH3(s)_4, CH2(s)_4, COOH(s)_4, Ni(s)_4, Velocity_5, GasTemperature_5, SolidTemperature_5, CH4_5, CO_5, O2_5, CO2_5, H2_5, H2O_5, AR_5, H(s)_5, O(s)_5, CH4(s)_5, H2O(s)_5, CO2(s)_5, CO(s)_5, OH(s)_5, C(s)_5, HCO(s)_5, CH(s)_5, CH3(s)_5, CH2(s)_5, COOH(s)_5, Ni(s)_5, Velocity_6, GasTemperature_6, SolidTemperature_6, CH4_6, CO_6, O2_6, CO2_6, H2_6, H2O_6, AR_6, H(s)_6, O(s)_6, CH4(s)_6, H2O(s)_6, CO2(s)_6, CO(s)_6, OH(s)_6, C(s)_6, HCO(s)_6, CH(s)_6, CH3(s)_6, CH2(s)_6, COOH(s)_6, Ni(s)_6, Velocity_7, GasTemperature_7, SolidTemperature_7, CH4_7, CO_7, O2_7, CO2_7, H2_7, H2O_7, AR_7, H(s)_7, O(s)_7, CH4(s)_7, H2O(s)_7, CO2(s)_7, CO(s)_7, OH(s)_7, C(s)_7, HCO(s)_7, CH(s)_7, CH3(s)_7, CH2(s)_7, COOH(s)_7, Ni(s)_7, Velocity_8, GasTemperature_8, SolidTemperature_8, CH4_8, CO_8, O2_8, CO2_8, H2_8, H2O_8, AR_8, H(s)_8, O(s)_8, CH4(s)_8, H2O(s)_8, CO2(s)_8, CO(s)_8, OH(s)_8, C(s)_8, HCO(s)_8, CH(s)_8, CH3(s)_8, CH2(s)_8, COOH(s)_8, Ni(s)_8, Velocity_9, GasTemperature_9, SolidTemperature_9, CH4_9, CO_9, O2_9, CO2_9, H2_9, H2O_9, AR_9, H(s)_9, O(s)_9, CH4(s)_9, H2O(s)_9, CO2(s)_9, CO(s)_9, OH(s)_9, C(s)_9, HCO(s)_9, CH(s)_9, CH3(s)_9, CH2(s)_9, COOH(s)_9, Ni(s)_9, Annular_Density, Annular_Velocity, Annular_Temperature, 
0.000526316, 0.142008, 1173, 1173, 0.179677, 0.0330036, 9.86723e-17, 0.0811334, 0.024633, 0.681687, 2.27845e-05, 0.256474, 0.0075033, 4.25069e-09, 0.00428, 2.36502e-05, 0.260471, 0.000236858, 8.38266e-08, 6.42906e-11, 1.47175e-11, 1.22601e-09, 3.79407e-10, 4.91442e-08, 0.471011, 0.142021, 1173, 1173, 0.179148, 0.0328999, 9.83344e-17, 0.0808599, 0.0245616, 0.679657, 2.27159e-05, 0.256486, 0.00750282, 4.25085e-09, 0.00428003, 2.36446e-05, 0.260453, 0.000236851, 8.38197e-08, 6.42827e-11, 1.47175e-11, 1.22605e-09, 3.7941e-10, 4.91344e-08, 0.471017, 0.142028, 1173, 1173, 0.179306, 0.0329203, 9.83735e-17, 0.0808756, 0.0245861, 0.680231, 2.27338e-05, 0.256507, 0.00750177, 4.251e-09, 0.00428003, 2.36357e-05, 0.260428, 0.000236834, 8.38136e-08, 6.42727e-11, 1.4717e-11, 1.22607e-09, 3.79402e-10, 4.91193e-08, 0.471022, 0.142037, 1173, 1173, 0.179764, 0.0329972, 9.86138e-17, 0.0810196, 0.0246526, 0.681949, 2.279e-05, 0.256529, 0.00750045, 4.25108e-09, 0.00427998, 2.36266e-05, 0.260406, 0.000236812, 8.38118e-08, 6.4265e-11, 1.47161e-11, 1.22607e-09, 3.79383e-10, 4.91045e-08, 0.471024, 0.142039, 1173, 1173, 0.179757, 0.0329865, 9.85874e-17, 0.0809514, 0.0246522, 0.681907, 2.27878e-05, 0.256543, 0.00750027, 4.25134e-09, 0.00428014, 2.36202e-05, 0.260381, 0.000236814, 8.37971e-08, 6.42526e-11, 1.47166e-11, 1.22615e-09, 3.79399e-10, 4.90927e-08, 0.471035, 0.142038, 1173, 1173, 0.179794, 0.03299, 9.86583e-17, 0.0809454, 0.0246508, 0.682069, 2.27941e-05, 0.256524, 0.00750277, 4.25166e-09, 0.00428061, 2.36266e-05, 0.260379, 0.000236866, 8.37709e-08, 6.42441e-11, 1.47196e-11, 1.22629e-09, 3.79469e-10, 4.91007e-08, 0.471053, 0.142008, 1173, 1173, 0.179204, 0.0328936, 9.8504e-17, 0.0807678, 0.0245481, 0.679936, 2.27272e-05, 0.256432, 0.00751109, 4.25211e-09, 0.00428172, 2.36622e-05, 0.26043, 0.000237028, 8.37225e-08, 6.42466e-11, 1.47278e-11, 1.22659e-09, 3.79656e-10, 4.91538e-08, 0.471084, 0.141952, 1173, 1173, 0.17944, 0.0329888, 9.91452e-17, 0.0812103, 0.0245308, 0.68111, 2.27774e-05, 0.256192, 0.00752994, 4.25241e-09, 0.00428377, 2.37588e-05, 0.260614, 0.000237382, 8.36569e-08, 6.42871e-11, 1.47446e-11, 1.22705e-09, 3.80028e-10, 4.93044e-08, 0.47112, 0.141837, 1173, 1173, 0.179072, 0.0330484, 9.99211e-17, 0.0818092, 0.0243792, 0.680254, 2.27707e-05, 0.255677, 0.00756781, 4.25262e-09, 0.00428738, 2.39699e-05, 0.26105, 0.000238079, 8.35707e-08, 6.44042e-11, 1.47776e-11, 1.22786e-09, 3.80752e-10, 4.96389e-08, 0.471156, 0.1438, 1173, 1173, 0.178766, 0.0332852, 1.01644e-16, 0.083044, 0.0241441, 0.680033, 2.28011e-05, 0.254641, 0.00763868, 4.25219e-09, 0.00429291, 2.44078e-05, 0.262028, 0.000239345, 8.35194e-08, 6.471e-11, 1.4838e-11, 1.22915e-09, 3.82063e-10, 5.03436e-08, 0.471135, 0.0206708, 0.01, 1173, 
0.00157895, 0.150836, 1173, 1173, 0.144342, 0.0656003, 3.52328e-17, 0.126865, 0.0387631, 0.622821, 2.27549e-05, 0.269862, 0.00375945, 2.78448e-09, 0.00318857, 2.22884e-05, 0.316598, 0.000144714, 2.33098e-07, 1.27061e-10, 7.97282e-12, 7.64611e-10, 2.09436e-10, 5.64146e-08, 0.406424, 0.150808, 1173, 1173, 0.144184, 0.0655285, 3.52359e-17, 0.126797, 0.0386976, 0.622182, 2.27333e-05, 0.269813, 0.00376219, 2.78494e-09, 0.00318934, 2.23071e-05, 0.316619, 0.000144784, 2.32983e-07, 1.27052e-10, 7.9758e-12, 7.64758e-10, 2.09509e-10, 5.64482e-08, 0.406449, 0.150769, 1173, 1173, 0.144424, 0.0656346, 3.54615e-17, 0.127158, 0.0387109, 0.623308, 2.27782e-05, 0.269707, 0.00376823, 2.78603e-09, 0.00319104, 2.23474e-05, 0.31666, 0.000144939, 2.32722e-07, 1.27028e-10, 7.98255e-12, 7.65102e-10, 2.09675e-10, 5.65201e-08, 0.406506, 0.150682, 1173, 1173, 0.144428, 0.0656279, 3.55853e-17, 0.127421, 0.0386234, 0.623469, 2.27906e-05, 0.269525, 0.00377867, 2.78796e-09, 0.00319399, 2.24164e-05, 0.316728, 0.000145206, 2.32268e-07, 1.26982e-10, 7.99435e-12, 7.65708e-10, 2.09965e-10, 5.66424e-08, 0.406606, 0.150564, 1173, 1173, 0.144415, 0.0656203, 3.58578e-17, 0.127853, 0.0384829, 0.623657, 2.2808e-05, 0.269233, 0.003795, 2.79082e-09, 0.0031985, 2.25273e-05, 0.316848, 0.000145622, 2.31585e-07, 1.26924e-10, 8.01242e-12, 7.66611e-10, 2.10407e-10, 5.68403e-08, 0.406756, 0.15037, 1173, 1173, 0.14422, 0.0655396, 3.61685e-17, 0.128391, 0.0382251, 0.623179, 2.28068e-05, 0.268786, 0.00381973, 2.79501e-09, 0.00320519, 2.26986e-05, 0.317045, 0.000146249, 2.30586e-07, 1.26851e-10, 8.03955e-12, 7.67942e-10, 2.11069e-10, 5.71466e-08, 0.406976, 0.150101, 1173, 1173, 0.143834, 0.0653831, 3.66344e-17, 0.129135, 0.0378196, 0.622017, 2.27885e-05, 0.268116, 0.00385651, 2.80121e-09, 0.00321492, 2.29566e-05, 0.317347, 0.000147174, 2.29141e-07, 1.26753e-10, 8.07994e-12, 7.69912e-10, 2.12054e-10, 5.76072e-08, 0.407295, 0.149699, 1173, 1173, 0.143776, 0.0653637, 3.75162e-17, 0.130637, 0.0373571, 0.622374, 2.2835e-05, 0.26714, 0.00391106, 2.81085e-09, 0.00322912, 2.33363e-05, 0.317775, 0.000148538, 2.27015e-07, 1.26591e-10, 8.14119e-12, 7.72962e-10, 2.13549e-10, 5.8279e-08, 0.407772, 0.149113, 1173, 1173, 0.143306, 0.0651139, 3.8677e-17, 0.132238, 0.0365805, 0.620935, 2.28248e-05, 0.265734, 0.00399182, 2.82614e-09, 0.00324982, 2.38924e-05, 0.318364, 0.000150544, 2.23904e-07, 1.26319e-10, 8.23489e-12, 7.7778e-10, 2.15842e-10, 5.92509e-08, 0.408485, 0.141826, 1173, 1173, 0.143427, 0.0651002, 4.06157e-17, 0.134517, 0.0356526, 0.621831, 2.29048e-05, 0.263673, 0.00411172, 2.85025e-09, 0.00327951, 2.47314e-05, 0.319265, 0.000153484, 2.19546e-07, 1.25965e-10, 8.37902e-12, 7.85378e-10, 2.19372e-10, 6.07087e-08, 0.409493, 0.0206708, 0.0178514, 1173, 
0.00263158, 0.156051, 1173, 1173, 0.122516, 0.0909476, 2.24265e-17, 0.14818, 0.046855, 0.590821, 2.28045e-05, 0.271874, 0.00274836, 2.13052e-09, 0.00272665, 2.18693e-05, 0.343933, 0.000114421, 3.70943e-07, 1.71745e-10, 5.83675e-12, 5.81168e-10, 1.51524e-10, 5.98507e-08, 0.378581, 0.156002, 1173, 1173, 0.122377, 0.0908467, 2.24552e-17, 0.148214, 0.0467421, 0.590263, 2.27873e-05, 0.27177, 0.00275273, 2.13135e-09, 0.00272823, 2.19105e-05, 0.343984, 0.000114545, 3.70553e-07, 1.7173e-10, 5.84097e-12, 5.81399e-10, 1.51633e-10, 5.99331e-08, 0.378627, 0.155878, 1173, 1173, 0.122391, 0.0908708, 2.25248e-17, 0.148667, 0.0466248, 0.590572, 2.28089e-05, 0.271551, 0.00276178, 2.13299e-09, 0.00273145, 2.19974e-05, 0.344099, 0.000114801, 3.6977e-07, 1.71708e-10, 5.84956e-12, 5.81856e-10, 1.51856e-10, 6.01076e-08, 0.37872, 0.1557, 1173, 1173, 0.122242, 0.0907835, 2.27481e-17, 0.149195, 0.0463719, 0.590235, 2.28112e-05, 0.271198, 0.00277633, 2.13563e-09, 0.00273659, 2.21376e-05, 0.344284, 0.000115211, 3.68524e-07, 1.71674e-10, 5.86339e-12, 5.8259e-10, 1.52214e-10, 6.03888e-08, 0.378867, 0.155429, 1173, 1173, 0.122211, 0.0908062, 2.30266e-17, 0.15022, 0.0460771, 0.590633, 2.28493e-05, 0.27068, 0.00279751, 2.13937e-09, 0.00274393, 2.23445e-05, 0.344565, 0.000115805, 3.66762e-07, 1.71638e-10, 5.88339e-12, 5.83632e-10, 1.5273e-10, 6.08037e-08, 0.379074, 0.155064, 1173, 1173, 0.121919, 0.0906498, 2.34042e-17, 0.151354, 0.0455746, 0.589933, 2.28534e-05, 0.269959, 0.00282716, 2.14466e-09, 0.00275404, 2.2635e-05, 0.344956, 0.000116631, 3.64337e-07, 1.71588e-10, 5.91164e-12, 5.8511e-10, 1.53458e-10, 6.13831e-08, 0.379364, 0.154552, 1173, 1173, 0.121435, 0.0903593, 2.38658e-17, 0.152767, 0.0448636, 0.588437, 2.28371e-05, 0.268982, 0.00286766, 2.15209e-09, 0.00276756, 2.30324e-05, 0.345483, 0.000117751, 3.6109e-07, 1.71513e-10, 5.95089e-12, 5.87184e-10, 1.54468e-10, 6.21707e-08, 0.379758, 0.153891, 1173, 1173, 0.121184, 0.090234, 2.45891e-17, 0.155056, 0.0440641, 0.588147, 2.28792e-05, 0.267686, 0.00292233, 2.16255e-09, 0.0027854, 2.35685e-05, 0.346173, 0.000119251, 3.56802e-07, 1.71393e-10, 6.00524e-12, 5.90111e-10, 1.55865e-10, 6.32229e-08, 0.38029, 0.153038, 1173, 1173, 0.120967, 0.0901045, 2.55778e-17, 0.15792, 0.0430499, 0.587971, 2.29365e-05, 0.26598, 0.00299583, 2.17743e-09, 0.00280875, 2.42905e-05, 0.347073, 0.000121246, 3.51222e-07, 1.71216e-10, 6.08092e-12, 5.94295e-10, 1.57808e-10, 6.46256e-08, 0.380996, 0.145435, 1173, 1173, 0.120412, 0.0897733, 2.68374e-17, 0.160424, 0.0416261, 0.585925, 2.2927e-05, 0.26369, 0.00309446, 2.19817e-09, 0.00283867, 2.52939e-05, 0.348372, 0.00012388, 3.44361e-07, 1.7113e-10, 6.18603e-12, 6.00176e-10, 1.60492e-10, 6.65689e-08, 0.381855, 0.0206708, 0.0275925, 1173, 
0.00368421, 0.159337, 1173, 1173, 0.106277, 0.110891, 1.72158e-17, 0.160981, 0.0517882, 0.567446, 2.28028e-05, 0.271412, 0.0022861, 1.74085e-09, 0.00246675, 2.18287e-05, 0.36132, 9.92583e-05, 4.90151e-07, 2.05711e-10, 4.77341e-12, 4.75651e-10, 1.20887e-10, 6.22953e-08, 0.362393, 0.15925, 1173, 1173, 0.106461, 0.111119, 1.73044e-17, 0.161623, 0.0517922, 0.568645, 2.28585e-05, 0.271263, 0.00229106, 1.74159e-09, 0.00246874, 2.18895e-05, 0.361415, 9.94058e-05, 4.8952e-07, 2.05724e-10, 4.77705e-12, 4.75838e-10, 1.20988e-10, 6.24262e-08, 0.362441, 0.159074, 1173, 1173, 0.106152, 0.110856, 1.73717e-17, 0.161884, 0.0514632, 0.567404, 2.28238e-05, 0.270959, 0.00230132, 1.74323e-09, 0.00247285, 2.20138e-05, 0.361602, 9.97111e-05, 4.88197e-07, 2.0574e-10, 4.7848e-12, 4.76253e-10, 1.21203e-10, 6.26929e-08, 0.362542, 0.158793, 1173, 1173, 0.106182, 0.110991, 1.76318e-17, 0.163095, 0.0512011, 0.568204, 2.288e-05, 0.270481, 0.00231735, 1.74573e-09, 0.00247918, 2.22102e-05, 0.361902, 0.000100186, 4.86177e-07, 2.05776e-10, 4.79683e-12, 4.76883e-10, 1.21537e-10, 6.31137e-08, 0.362697, 0.158403, 1173, 1173, 0.105898, 0.110831, 1.78474e-17, 0.164304, 0.050674, 0.567534, 2.28866e-05, 0.269808, 0.00234012, 1.74936e-09, 0.00248806, 2.2489e-05, 0.362322, 0.000100857, 4.83338e-07, 2.05819e-10, 4.81421e-12, 4.77805e-10, 1.22017e-10, 6.37082e-08, 0.362918, 0.157888, 1173, 1173, 0.105662, 0.110758, 1.82076e-17, 0.166145, 0.05004, 0.56732, 2.29226e-05, 0.268906, 0.00237081, 1.75435e-09, 0.00249979, 2.28663e-05, 0.362883, 0.000101755, 4.7959e-07, 2.05873e-10, 4.83801e-12, 4.79075e-10, 1.22672e-10, 6.45079e-08, 0.363215, 0.157238, 1173, 1173, 0.105271, 0.110543, 1.86703e-17, 0.168362, 0.0491775, 0.566421, 2.29431e-05, 0.267739, 0.00241116, 1.76121e-09, 0.00251488, 2.3362e-05, 0.363601, 0.000102927, 4.74752e-07, 2.05919e-10, 4.87021e-12, 4.8083e-10, 1.23555e-10, 6.55497e-08, 0.363607, 0.156396, 1173, 1173, 0.104706, 0.110143, 1.92244e-17, 0.170941, 0.0480494, 0.564634, 2.29406e-05, 0.266256, 0.00246344, 1.77059e-09, 0.00253392, 2.40042e-05, 0.3645, 0.000104429, 4.68639e-07, 2.05945e-10, 4.91354e-12, 4.83253e-10, 1.24737e-10, 6.68855e-08, 0.364117, 0.155339, 1173, 1173, 0.104321, 0.109953, 2.0067e-17, 0.174384, 0.0467854, 0.563786, 2.29888e-05, 0.26438, 0.00253056, 1.78322e-09, 0.00255754, 2.48391e-05, 0.365651, 0.000106335, 4.61159e-07, 2.05998e-10, 4.97134e-12, 4.86547e-10, 1.26302e-10, 6.86063e-08, 0.364748, 0.136641, 1173, 1173, 0.10387, 0.109856, 2.11136e-17, 0.177798, 0.0452259, 0.562448, 2.30244e-05, 0.261953, 0.0026166, 1.79969e-09, 0.00258625, 2.59592e-05, 0.367262, 0.000108732, 4.52546e-07, 2.0631e-10, 5.04794e-12, 4.90902e-10, 1.2835e-10, 7.09095e-08, 0.365447, 0.0206708, 0.0384552, 1173, 
0.00473684, 0.161445, 1173, 1173, 0.0938611, 0.127594, 1.45292e-17, 0.171189, 0.0551207, 0.551944, 2.29156e-05, 0.270087, 0.00202714, 1.47429e-09, 0.00230074, 2.20116e-05, 0.373851, 9.02679e-05, 5.91681e-07, 2.32778e-10, 4.13151e-12, 4.04716e-10, 1.01413e-10, 6.44224e-08, 0.351621, 0.161329, 1173, 1173, 0.0937616, 0.127521, 1.45979e-17, 0.1715, 0.0549558, 0.551644, 2.2913e-05, 0.269907, 0.0020324, 1.47497e-09, 0.00230301, 2.20867e-05, 0.373973, 9.04294e-05, 5.90796e-07, 2.32813e-10, 4.13448e-12, 4.04871e-10, 1.01504e-10, 6.45903e-08, 0.351671, 0.1611, 1173, 1173, 0.093651, 0.127498, 1.47063e-17, 0.172303, 0.0546752, 0.551567, 2.29299e-05, 0.269542, 0.00204312, 1.47637e-09, 0.00230759, 2.22403e-05, 0.374223, 9.07577e-05, 5.89009e-07, 2.32885e-10, 4.14055e-12, 4.05185e-10, 1.0169e-10, 6.49328e-08, 0.35177, 0.160748, 1173, 1173, 0.0933877, 0.12733, 1.48768e-17, 0.173369, 0.0541884, 0.550863, 2.29315e-05, 0.268979, 0.00205976, 1.47859e-09, 0.00231461, 2.24786e-05, 0.374607, 9.12651e-05, 5.86263e-07, 2.32992e-10, 4.15015e-12, 4.05689e-10, 1.01983e-10, 6.54626e-08, 0.351926, 0.160268, 1173, 1173, 0.0931727, 0.127295, 1.51367e-17, 0.175127, 0.0536035, 0.550714, 2.2968e-05, 0.268197, 0.00208294, 1.48172e-09, 0.00232424, 2.28121e-05, 0.375139, 9.1968e-05, 5.82505e-07, 2.33139e-10, 4.16374e-12, 4.06404e-10, 1.02394e-10, 6.62005e-08, 0.352141, 0.159646, 1173, 1173, 0.0927281, 0.127004, 1.54533e-17, 0.17711, 0.0527457, 0.549439, 2.29704e-05, 0.267174, 0.00211363, 1.48602e-09, 0.00233674, 2.32545e-05, 0.375832, 9.28915e-05, 5.77624e-07, 2.33317e-10, 4.18226e-12, 4.07395e-10, 1.0295e-10, 6.71726e-08, 0.352426, 0.158853, 1173, 1173, 0.0923035, 0.126794, 1.58871e-17, 0.179842, 0.0517415, 0.548464, 2.29993e-05, 0.265878, 0.00215306, 1.49177e-09, 0.00235238, 2.38248e-05, 0.376704, 9.40675e-05, 5.71503e-07, 2.33523e-10, 4.20688e-12, 4.08738e-10, 1.03683e-10, 6.8415e-08, 0.352794, 0.157889, 1173, 1173, 0.0918772, 0.126617, 1.64458e-17, 0.183294, 0.0505536, 0.547574, 2.30462e-05, 0.264268, 0.00220296, 1.49944e-09, 0.00237161, 2.45494e-05, 0.37778, 9.55392e-05, 5.63993e-07, 2.33752e-10, 4.23944e-12, 4.10561e-10, 1.0464e-10, 6.99772e-08, 0.353257, 0.156698, 1173, 1173, 0.0912972, 0.126276, 1.71416e-17, 0.187026, 0.0490689, 0.545742, 2.30667e-05, 0.262278, 0.0022656, 1.50965e-09, 0.00239488, 2.54711e-05, 0.379122, 9.73622e-05, 5.55025e-07, 2.34053e-10, 4.28253e-12, 4.13034e-10, 1.05888e-10, 7.19455e-08, 0.353816, 0.136497, 1173, 1173, 0.0907718, 0.126251, 1.80519e-17, 0.190924, 0.0473693, 0.544169, 2.31059e-05, 0.259763, 0.00234399, 1.52262e-09, 0.00242243, 2.66811e-05, 0.380942, 9.95999e-05, 5.44998e-07, 2.34717e-10, 4.33882e-12, 4.16234e-10, 1.07483e-10, 7.45212e-08, 0.354402, 0.0206708, 0.0500292, 1173, 
0.00578947, 0.162674, 1173, 1173, 0.0834592, 0.141397, 1.29415e-17, 0.179695, 0.0571396, 0.538753, 2.29973e-05, 0.268339, 0.0018666, 1.27649e-09, 0.00218681, 2.23665e-05, 0.38365, 8.4448e-05, 6.78007e-07, 2.55203e-10, 3.69767e-12, 3.52592e-10, 8.76826e-11, 6.65058e-08, 0.343849, 0.162543, 1173, 1173, 0.0832143, 0.141079, 1.29696e-17, 0.179776, 0.0568539, 0.537527, 2.29568e-05, 0.268138, 0.00187197, 1.27705e-09, 0.00218921, 2.2453e-05, 0.383796, 8.46158e-05, 6.76918e-07, 2.55264e-10, 3.6998e-12, 3.52698e-10, 8.77587e-11, 6.67037e-08, 0.343897, 0.162279, 1173, 1173, 0.0831185, 0.141119, 1.31045e-17, 0.180811, 0.0565511, 0.537625, 2.29852e-05, 0.26773, 0.00188286, 1.27815e-09, 0.00219402, 2.26293e-05, 0.384094, 8.49547e-05, 6.74741e-07, 2.55391e-10, 3.70411e-12, 3.52906e-10, 8.79114e-11, 6.71066e-08, 0.343992, 0.161873, 1173, 1173, 0.0828514, 0.140972, 1.3255e-17, 0.182136, 0.056007, 0.536961, 2.29938e-05, 0.267104, 0.0018996, 1.27987e-09, 0.00220134, 2.29013e-05, 0.384549, 8.54738e-05, 6.71434e-07, 2.55584e-10, 3.71086e-12, 3.53235e-10, 8.81485e-11, 6.7726e-08, 0.344137, 0.161323, 1173, 1173, 0.0826105, 0.140966, 1.35085e-17, 0.184222, 0.0553468, 0.536784, 2.30368e-05, 0.266246, 0.00192276, 1.28234e-09, 0.00221129, 2.32782e-05, 0.38517, 8.61873e-05, 6.6693e-07, 2.55838e-10, 3.72052e-12, 3.53717e-10, 8.84828e-11, 6.85794e-08, 0.34434, 0.160623, 1173, 1173, 0.0822225, 0.140792, 1.38292e-17, 0.186723, 0.0544416, 0.53592, 2.30646e-05, 0.265138, 0.0019531, 1.28576e-09, 0.00222406, 2.37726e-05, 0.385965, 8.71152e-05, 6.61127e-07, 2.56143e-10, 3.73378e-12, 3.54404e-10, 8.89344e-11, 6.96901e-08, 0.344608, 0.159762, 1173, 1173, 0.0817147, 0.140485, 1.42248e-17, 0.189732, 0.0532976, 0.534481, 2.30828e-05, 0.263754, 0.00199165, 1.29037e-09, 0.00223986, 2.44021e-05, 0.386949, 8.82827e-05, 6.53925e-07, 2.56491e-10, 3.75157e-12, 3.55359e-10, 8.9528e-11, 7.10913e-08, 0.344952, 0.158695, 1173, 1173, 0.0810996, 0.140057, 1.47211e-17, 0.19326, 0.0519074, 0.532456, 2.30911e-05, 0.262059, 0.00203976, 1.2965e-09, 0.00225898, 2.51921e-05, 0.388147, 8.9723e-05, 6.45226e-07, 2.56889e-10, 3.77515e-12, 3.56669e-10, 9.02977e-11, 7.28312e-08, 0.345379, 0.157393, 1173, 1173, 0.0806131, 0.139949, 1.53803e-17, 0.197731, 0.0504012, 0.531315, 2.3152e-05, 0.259992, 0.00209926, 1.30448e-09, 0.00228172, 2.61854e-05, 0.389627, 9.14791e-05, 6.35047e-07, 2.5741e-10, 3.80623e-12, 3.58432e-10, 9.12849e-11, 7.49982e-08, 0.345881, 0.125404, 1173, 1173, 0.079974, 0.13987, 1.61929e-17, 0.201871, 0.048571, 0.529159, 2.31762e-05, 0.25742, 0.0021727, 1.31453e-09, 0.00230827, 2.74705e-05, 0.391587, 9.36052e-05, 6.23813e-07, 2.58352e-10, 3.847e-12, 3.60715e-10, 9.2534e-11, 7.77906e-08, 0.34639, 0.0206708, 0.0620597, 1173, 
