Distance (mm),T (C),P (atm),H2,O2,H2O,CH4,CO,CO2,AR,PT(S),H(S),H2O(S),OH(S),CO(S),CO2(S),CH3(S),CH2(S),CH(S),C(S),O(S)
7.971733501182871e-05,800.0000000000001,0.9999999999999296,0.0038082739763152192,0.08866950230915689,0.48689856819054395,0.13703172030250244,0.007788990821624392,0.23756443026118731,0.038238514138669744,0.783651598390165,8.233915537302984e-06,0.0008095079072327741,0.010438870611491392,0.006049561411855225,2.4208058008914884e-07,4.786258939831618e-06,1.0082561264266975e-08,3.240918108942792e-11,2.4298110675187065e-06,0.1990347594981605
7.975239873664283e-05,800.0000000000001,0.9999999999999297,0.0038063142702467697,0.08854801725011967,0.48702222683516566,0.13697067639730207,0.007791961594496519,0.237622308957592,0.038238494695077396,0.7842884928462267,8.230399126824846e-06,0.00081037000773338,0.010442166756209298,0.006057012314474252,2.42211774486408e-07,4.784668403717005e-06,1.0087043973942006e-08,3.242358902682144e-11,2.4389245455535094e-06,0.19838625175203808
7.978746246145695e-05,800.0000000000001,0.9999999999999297,0.003804362524898888,0.08842649647688314,0.4871459239931753,0.13690959947331158,0.007794975271673738,0.23768016798674588,0.03823847427331147,0.7849296668273101,8.227004237730717e-06,0.0008112369357101141,0.010445540741667845,0.006064536499013974,2.423439119565152e-07,4.783102410960583e-06,1.0091625292672804e-08,3.243831389977176e-11,2.4481773046539357e-06,0.197733308244369
7.982252618627106e-05,800.0000000000001,0.9999999999999297,0.003802418907386254,0.08830493908959576,0.4872696605501025,0.1368484888653068,0.007798032408333534,0.23773800731979358,0.038238452859481756,0.7855751993656752,8.223734247886952e-06,0.0008121087780855387,0.010448994587287921,0.006072135224411703,2.424770091517668e-07,4.7815616302129695e-06,1.0096307661979191e-08,3.245336355537568e-11,2.4575729890137725e-06,0.19707584656990243
7.985758991108518e-05,800.0000000000001,0.9999999999999296,0.0038004835904960296,0.08818334416701294,0.48739343741145014,0.1367873438913735,0.00780113357408683,0.23779582692626916,0.03823843043931133,0.7862251722586467,8.220592654480163e-06,0.0008129856247744118,0.01045253038868203,0.006079809789649014,2.4261108330813014e-07,4.780046756032631e-06,1.0101093616592637e-08,3.246874614031228e-11,2.467115385450843e-06,0.1964137814388063
7.98926536358993e-05,800.0000000000001,0.9999999999999297,0.0037985567529279446,0.08806171076568631,0.4875172555034334,0.1367261638522672,0.007804279353528505,0.23785362677403526,0.038238406998121484,0.7868796701861558,8.217583093717927e-06,0.0008138675688094428,0.010456150321037673,0.006087561535398414,2.427461522713852e-07,4.7785585100594676e-06,1.010598578862536e-08,3.248447011424081e-11,2.4768084370784e-06,0.1957470245539351
7.992771736071342e-05,800.0000000000001,0.9999999999999296,0.0037966385795465663,0.08794003791911774,0.48764111577374736,0.13666494803074233,0.0078074703468138575,0.23791140682921644,0.038238382520815656,0.7875387808452241,8.214709362688076e-06,0.0008147547064861336,0.010459856642962216,0.006095391845875143,2.4288223452524827e-07,4.777097642341398e-06,1.0110986912299772e-08,3.250054426500129e-11,2.486656241859157e-06,0.1950754844704835
7.996278108552753e-05,800.0000000000001,0.99999999999993,0.0037947292616477813,0.08781832463686871,0.4877650191923772,0.13660369569084735,0.007810707170265409,0.23796916705613066,0.038238356991862746,0.7882025951167154,8.211975394549065e-06,0.0008156471375434755,0.010463651701245429,0.006103302151056613,2.4301934922407657e-07,4.775664932949005e-06,1.0116099829794159e-08,3.2516977727405274e-11,2.496663059875021e-06,0.19439906642208576
7.999784481034165e-05,800.0000000000001,0.9999999999999297,0.003792828997240512,0.08769656990362383,0.4878889667524472,0.13654240607718152,0.007813990457011888,0.23802690741721572,0.03823833039527934,0.7888712072086894,8.209385272246908e-06,0.0008165449653173326,0.010467537935008061,0.00611129392866639,2.43157516224469e-07,4.774261193422623e-06,1.0121327496355583e-08,3.253377999966364e-11,2.5068333388670245e-06,0.1937176721711366
8.003290853515577e-05,800.0000000000001,0.9999999999999296,0.0037909379913427747,0.08757477267820961,0.4880129594711094,0.13648107841411694,0.007817320857657658,0.23808462787295254,0.03823830271461114,0.7895447148004813,8.206943285341964e-06,0.0008174482968947068,0.010471517879853693,0.00611936870619357,2.4329675611691855e-07,4.772887268212876e-06,1.0126672985420778e-08,3.255096095984618e-11,2.517171711095489e-06,0.19303119985833217
8.006797225996988e-05,800.0000000000001,0.9999999999999297,0.003789056456294576,0.08745293189256484,0.4881369983904772,0.13641971190497984,0.007820699040987604,0.2381423283817826,0.03823827393291346,0.7902232192523998,8.204653890045969e-06,0.0008183572433414129,0.01047559417387555,0.006127528063644733,2.4343709026585934e-07,4.77154403672269e-06,1.0132139495986165e-08,3.2568530889573025e-11,2.5276829871455086e-06,0.19233954378402623
8.0103035984784e-05,800.0000000000001,0.9999999999999297,0.0037871846120906467,0.0873310464506507,0.48826108457860923,0.13635830573118457,0.007824125694713531,0.23820000890002113,0.038238244032730385,0.7909068257980044,8.202521680846058e-06,0.000819271919908658,0.01047976956323851,0.006135773636125691,2.435785408501536e-07,4.770232415224939e-06,1.0137730359479623e-08,3.2586500496096735e-11,2.5383722035533444e-06,0.19164259420756552
8.013809970959812e-05,800.0000000000001,0.9999999999999297,0.003785508426248176,0.08722131044249759,0.4883728034671922,0.13630300556655248,0.007827251709516616,0.23825190423658854,0.038238216151404235,0.7915265241780564,8.20074111273545e-06,0.0008201001268075476,0.010483614499960213,0.0061432697625549955,2.437068199412786e-07,4.769079770513805e-06,1.0142871322229088e-08,3.2603024070075785e-11,2.548148988135708e-06,0.19101071958045523
8.016965706193082e-05,800.0000000000001,0.9999999999999296,0.003783840446558436,0.08711153651058262,0.4884845623477699,0.13624767196249699,0.007830418087986733,0.2383037833085623,0.03823818733604308,0.7921505262849996,8.199095486814482e-06,0.0008209331622776446,0.010487544184043945,0.006150838368616852,2.4383603939299943e-07,4.7679542267646765e-06,1.0148118449046201e-08,3.261988886067804e-11,2.5580781386861244e-06,0.19037437885543193
8.020121441426353e-05,800.0000000000001,0.9999999999999296,0.0037823464278645123,0.08701270683517275,0.48858518022462327,0.13619784259455414,0.007833302788769177,0.23835046053685952,0.038238160592156754,0.7927158785048966,8.197732930763394e-06,0.0008216870998805553,0.010491155215793968,0.006157713171854625,2.4395315579279263e-07,4.7669650299629235e-06,1.0152933888938614e-08,3.2635366161563266e-11,2.5671480740416635e-06,0.18979778002281444
8.022961603136295e-05,800.0000000000001,0.9999999999999296,0.00378085933372003,0.08691384510061125,0.4886858317961972,0.13614798513505044,0.007836221031016437,0.23839712453332695,0.038238133070077854,0.7932848504510742,8.196485660620753e-06,0.0008224450948220766,0.010494838412045168,0.006164648739738745,2.440710620609488e-07,4.765998962674569e-06,1.0157839596571503e-08,3.265113358729859e-11,2.576347939321184e-06,0.18921742420820437
8.025801764846238e-05,800.0000000000001,0.9999999999999297,0.003779379301878851,0.08681495064926643,0.48878651769959336,0.1360980990899908,0.00783917323112443,0.2384437752689965,0.03823810475914964,0.7938575086990804,8.195356675741861e-06,0.0008232072198510687,0.010498595530872378,0.00617164609187376,2.4418977222446954e-07,4.7650566139407575e-06,1.0162837708644164e-08,3.266719800525159e-11,2.5856809768741207e-06,0.18863324197877868
8.02864192655618e-05,800.0000000000001,0.9999999999999296,0.0037779064743209403,0.08671602280846004,0.48888723858578836,0.13604818395355342,0.007842159815700167,0.2384904127137392,0.03823807564843776,0.7944339220293624,8.194349062266557e-06,0.0008239735500961851,0.010502428392496257,0.0061787062788028055,2.443093007726558e-07,4.764138594070545e-06,1.0167930438110909e-08,3.2683566527869626e-11,2.5951505654549506e-06,0.18804516160110618
8.031482088266123e-05,800.0000000000001,0.9999999999999297,0.003776587210064133,0.08662695863523417,0.48897791784324357,0.1360032350297066,0.007844877501644849,0.23853237502439376,0.03823804875571298,0.7949559632951391,8.193548664020088e-06,0.000824666906839959,0.010505944283995964,0.006185115064723539,2.4441758854536253e-07,4.763333699450959e-06,1.0172596684769593e-08,3.269856428946277e-11,2.6037928560284348e-06,0.18751249515119833
8.034038233805071e-05,800.0000000000001,0.9999999999999297,0.003775274009642842,0.08653786634637664,0.48906862647077687,0.1359582617359194,0.007847623719268575,0.23857432652032598,0.03823802119768987,0.7954811571556106,8.192851651245422e-06,0.0008253637909601995,0.010509524473180066,0.006191576435498593,2.4452656258650557e-07,4.762549500060507e-06,1.0177343154873037e-08,3.271381989274935e-11,2.6125512389334525e-06,0.18697655545574068
8.03659437934402e-05,800.0000000000001,0.99999999999993,0.003773966986026197,0.0864487454180706,0.48915936497372575,0.1359132636771385,0.007850398802281904,0.23861626717697873,0.03823799296577838,0.7960095587246717,8.192260514968773e-06,0.0008260642625909712,0.010513170427557068,0.006198091226512557,2.446362345012643e-07,4.761786488969828e-06,1.0182171634218113e-08,3.2729339077285507e-11,2.6214284501213634e-06,0.18643728503207804
8.03915052488297e-05,800.0000000000001,0.9999999999999296,0.003772796041899893,0.08636851165384835,0.48924105559586906,0.13587274391649856,0.007852921338892095,0.23865400447937699,0.03823796697361522,0.7964879096309534,8.19182118301777e-06,0.0008266978055377562,0.010516509266945707,0.006204000922072177,2.4473554578334834e-07,4.761118315662268e-06,1.018658890655282e-08,3.274353660032596e-11,2.629521903527322e-06,0.18594904495821046
8.041451055868022e-05,800.0000000000001,0.9999999999999296,0.0037716302820625393,0.08628825386025234,0.48932277121802503,0.13583220346831867,0.007855467787236557,0.23869173296219184,0.03823794042191317,0.7969689473888942,8.19147172643869e-06,0.0008273343509972017,0.010519903742033388,0.006209955226548602,2.448354410004609e-07,4.7604681005760335e-06,1.0191075486628939e-08,3.275795688131649e-11,2.637716044796138e-06,0.1854580145763803
8.043751586853076e-05,800.0000000000001,0.9999999999999297,0.003770585604510368,0.08621600096549685,0.4893963369756274,0.13579569912348044,0.007857780249817169,0.238725681039636,0.03823791604143181,0.7974042148538419,8.19123570958644e-06,0.0008279098485447736,0.010523007307992284,0.0062153527864934645,2.449258535846424e-07,4.759898587744888e-06,1.0195173847997122e-08,3.277112938857e-11,2.645178677845959e-06,0.1850136637363541
8.045822064739624e-05,800.0000000000001,0.9999999999999297,0.0037695452652088414,0.08614372797658283,0.48946992358937336,0.13575917754486752,0.007860112484350743,0.23875962194232414,0.03823789119729267,0.7978417270199601,8.191075626267826e-06,0.0008284878526212206,0.01052615777039373,0.006220787507492683,2.450167535416096e-07,4.759344237763581e-06,1.0199330579517013e-08,3.2784489499807996e-11,2.652726327291037e-06,0.1845669814544726
8.047892542626172e-05,800.0000000000001,0.9999999999999297,0.003768509332436015,0.0860714345864476,0.4895435313541376,0.13572263849991203,0.007862464687714555,0.2387935556549554,0.03823786588439661,0.7982815175602898,8.190993078799591e-06,0.000829068399909381,0.010529356033701158,0.006226259894420868,2.4510814795821825e-07,4.758805355432493e-06,1.0203546783272052e-08,3.2798040757121405e-11,2.660360693569676e-06,0.18411793260805817
8.04996302051272e-05,800.0000000000001,0.9999999999999296,0.0037675808182663713,0.08600635283397434,0.4896097966743982,0.13568973822994182,0.007864598909893666,0.23882408983582162,0.0382378426977041,0.798679305614459,8.190986402548852e-06,0.0008295930980172841,0.010532276108754617,0.00623121767429451,2.4519083170436495e-07,4.758333845216741e-06,1.0207393151792812e-08,3.2810403328122413e-11,2.6673072030224483e-06,0.18371173544598834
8.051826450610612e-05,800.0000000000001,0.9999999999999296,0.0037666559821136307,0.08594125407138525,0.4896760795922881,0.13565682344439264,0.007866749618384641,0.23885461816819947,0.038237819123236066,0.7990789929797085,8.191045035783024e-06,0.0008301199147432599,0.01053523635176841,0.006236206768165904,2.4527392728698607e-07,4.757875352542919e-06,1.0211289459290676e-08,3.282292640485819e-11,2.6743266963484217e-06,0.18330356522048943
8.053689880708506e-05,800.0000000000001,0.9999999999999297,0.003765734877237243,0.08587613806286375,0.4897423803337197,0.13562389396426575,0.007868916964876968,0.23888514063998534,0.03823779515705124,0.7994806061094156,8.191170227820025e-06,0.0008306488788830027,0.010538237476543295,0.006241227570333196,2.453574402700145e-07,4.75743011831515e-06,1.0215236576107068e-08,3.283561278460028e-11,2.681420522734813e-06,0.1828933943384435
8.055553310806399e-05,800.0000000000001,0.9999999999999296,0.0037649091180465073,0.0858175187118174,0.4898020664297781,0.1355942447178123,0.007870881929769457,0.23891260584352697,0.03823777324924932,0.7998437268334992,8.191340865217825e-06,0.0008311268070020284,0.010540974047449105,0.006245773735840906,2.454329635382328e-07,4.757040947659796e-06,1.0218833160677311e-08,3.284717252065508e-11,2.6878696693559267e-06,0.18252250664008268
8.057230397894504e-05,800.0000000000001,0.9999999999999297,0.00376408646576548,0.08575888501974287,0.489861767318713,0.13556458328623094,0.007872860610972837,0.23894006628065093,0.03823775101792393,0.8002084495705135,8.191567408327492e-06,0.000831606520385398,0.010543744872125518,0.0062503462115671106,2.455088337628171e-07,4.7566629011993125e-06,1.0222472290671651e-08,3.2858868999194206e-11,2.6943811928945925e-06,0.18214995444974105
8.05890748498261e-05,800.0000000000001,0.9999999999999296,0.0037624506480561375,0.08564157388806427,0.4899812141675661,0.1355052233166003,0.007876859589788189,0.23899497281740692,0.038237705572517974,0.8009427841677623,8.192192164299063e-06,0.0008325713933186829,0.010549391534618226,0.0062595713250704526,2.45661632547557e-07,4.755940941948338e-06,1.0229880934394141e-08,3.288268101403744e-11,2.7075956641845114e-06,0.1813997699260637
8.062261659158817e-05,800.0000000000001,0.9999999999999297,0.00376082776470598,0.08552420319069569,0.4901007222907266,0.13544581293083835,0.00788091485559316,0.23904986017150784,0.03823765879593241,0.8016837807287963,8.193052650228255e-06,0.0008335436834468394,0.010555182101617374,0.006268905437313854,2.458158725285379e-07,4.75526580884597e-06,1.0237468166947393e-08,3.29070670192507e-11,2.721072800693403e-06,0.18064266257131792
8.065615833335025e-05,800.0000000000001,0.9999999999999297,0.0037593785212626423,0.0854185173758512,0.49020833319117424,0.13539229951855378,0.007884613534704413,0.23909924232089952,0.03823761553755428,0.802356521081599,8.194035719373617e-06,0.0008344252465594276,0.010560520664040974,0.006277401506049282,2.4595595171750127e-07,4.754699583863932e-06,1.0244454269849273e-08,3.292952093473445e-11,2.7334345001563705e-06,0.17995519309861233
8.068634590093611e-05,800.0000000000001,0.9999999999999297,0.0037579403102688987,0.08531278093380526,0.49031599599069586,0.13533874345475555,0.007888359347270531,0.23914860880260222,0.03823757116060158,0.8030349381530841,8.195223242539702e-06,0.0008353131224657315,0.01056598343387285,0.006285989992334441,2.460972572059608e-07,4.754173876458238e-06,1.025159436440216e-08,3.2952469783998344e-11,2.7460236437705026e-06,0.17926182349567607
8.071653346852199e-05,800.0000000000001,0.9999999999999297,0.0037565134105109585,0.08520699268561284,0.4904237118103878,0.13528514383865262,0.00789215305892771,0.239197959550919,0.038237525644989015,0.8037191736729196,8.196622107916255e-06,0.0008362074650994336,0.010571574287819895,0.006294672971994974,2.4623981875038304e-07,4.7536900007864464e-06,1.0258893186800393e-08,3.297592878908628e-11,2.7588477164900416e-06,0.17856240591065303
8.074672103610786e-05,800.0000000000001,0.99999999999993,0.003755098111420415,0.0851011514170449,0.49053148180335987,0.13523149974141851,0.00789599545953496,0.23924729449726065,0.03823747896996088,0.8044093754411312,8.198239541095462e-06,0.0008371084349263541,0.010577297278193563,0.006303452603091818,2.463836673709498e-07,4.7532493315730805e-06,1.026635568947507e-08,3.2999913867013596e-11,2.771914568590795e-06,0.1778567861561928
8.077690860369374e-05,800.0000000000001,0.9999999999999296,0.00375369471361705,0.08499525587698095,0.49063930715615417,0.13517781020488975,0.007899887364302114,0.23929661356999726,0.03823743111405878,0.8051056976738196,8.200083125264826e-06,0.0008380161993145823,0.010583156643245934,0.006312331130410041,2.46528835423723e-07,4.752853307722685e-06,1.0273987053864836e-08,3.302444167081121e-11,2.785232437342949e-06,0.17714480334849245
8.08070961712796e-05,800.0000000000001,0.9999999999999296,0.0037523035294908655,0.08488930477569306,0.4907471890902572,0.13512407424017503,0.007903829614995117,0.23934591669430128,0.038237382055087435,0.8058083014447841,8.202160829839659e-06,0.0008389309330086272,0.010589156820535697,0.006321310891064181,2.4667535668889155e-07,4.752503436964147e-06,1.0281792706927675e-08,3.3049529642592465e-11,2.798809978426389e-06,0.17642628944616298
8.083728373886546e-05,800.0000000000001,0.9999999999999296,0.003750924883735638,0.08478329678328722,0.49085512886347393,0.13507029082638836,0.007907823081035449,0.2393952037919968,0.038237331770082594,0.8065173550945186,8.204481038984478e-06,0.0008398528185684112,0.010595302459333742,0.0063303943196706715,2.468232664525744e-07,4.752201300165404e-06,1.0289778336479086e-08,3.307519606284773e-11,2.8126562957308795e-06,0.1757010688231535
8.086747130645134e-05,800.0000000000001,0.9999999999999296,0.003749559114170133,0.0846772305272959,0.49096312777203643,0.1350164589086988,0.007911868661190063,0.23944447478134442,0.03823728023526404,0.8072330345663942,8.207052566020438e-06,0.0008407820467269489,0.010601598430141294,0.006339583953008808,2.4697260158567157e-07,4.751948554682359e-06,1.029794990305211e-08,3.310146008856261e-11,2.826780957558135e-06,0.17496895791799752
8.08976588740372e-05,800.0000000000001,0.9999999999999297,0.0037482065723655643,0.08457110459086255,0.4910711871522068,0.1349625773968505,0.007915967284855175,0.23949372957686182,0.03823722742599744,0.8079555239799863,8.209884690491457e-06,0.0008417188170055526,0.010608049842375993,0.0063488824371543285,2.4712340065603613e-07,4.751746940530765e-06,1.030631366169422e-08,3.312834182327056e-11,2.8411940366907795e-06,0.1742297646349674
8.092784644162308e-05,800.0000000000001,0.9999999999999296,0.003746867624419856,0.08446491751049635,0.4911793083822339,0.13490864516334128,0.007920119913637242,0.23954296808912073,0.03823717331675063,0.8086850163448663,8.212987217602803e-06,0.0008426633384837678,0.010614662066113884,0.006358292536310415,2.472757040632828e-07,4.751598287853354e-06,1.0314876188927728e-08,3.3155862403697085e-11,2.855906172563651e-06,0.17348328759881132
8.095803400920895e-05,800.0000000000001,0.9999999999999296,0.003745542651686671,0.0843586677739874,0.49128749288418677,0.13485466104171914,0.007924327542831759,0.23959219022453845,0.038237117881049776,0.8094217137127822,8.216370475227379e-06,0.0008436158299546197,0.010621440736064674,0.006367817135257672,2.474295540900728e-07,4.751504518468816e-06,1.032364438772099e-08,3.318404401573955e-11,2.870928568608317e-06,0.17272931599599622
8.098822157679481e-05,800.0000000000001,0.99999999999993,0.0037443624531956583,0.08426298814908433,0.49138491424579117,0.13480602997087934,0.007928162285593982,0.23963647606333385,0.03823706683212162,0.8100910765386976,8.219664421211296e-06,0.0008444800759622625,0.010627688740549212,0.006376489660937708,2.4756937806302074e-07,4.751468720376085e-06,1.0331717608429555e-08,3.320999190863893e-11,2.884723748614575e-06,0.17204415119265734
8.10153903876221e-05,800.0000000000001,0.9999999999999297,0.003743194197931217,0.08416725533003037,0.4914823891498124,0.134757354983136,0.00793204319035758,0.23968074848294751,0.03823701466578495,0.8107666088109113,8.223202966183281e-06,0.0008453511384880668,0.010634080898561563,0.006385259668039965,2.477105245089098e-07,4.751480564238015e-06,1.0339968861408843e-08,3.323651199942502e-11,2.8987888998204494e-06,0.17135256792783907
8.104255919844939e-05,800.0000000000001,0.9999999999999297,0.0037420381992795252,0.08407146810269961,0.4915799187331474,0.13470863513865708,0.007935971060124463,0.23972500740552097,0.03823696136057102,0.8114484796113892,8.226994927416562e-06,0.00084622920043201,0.010640621959234693,0.00639412954763822,2.478530287592958e-07,4.751541673413978e-06,1.0348403970529872e-08,3.3263623005772617e-11,2.913133578893257e-06,0.1706543897764296
8.106972800927667e-05,800.0000000000001,0.9999999999999296,0.0037410085489044923,0.08398521204431575,0.4916677430765513,0.1346647481242833,0.0079395469833676,0.23976482882879238,0.0382369123937851,0.8120677287647917,8.230632013021073e-06,0.0008470255985542235,0.010646640335348614,0.006402199888678897,2.479824740021788e-07,4.751640199304397e-06,1.0356157807029349e-08,3.328854434677228e-11,2.926291077286242e-06,0.1700202384774164
8.109417993902122e-05,800.0000000000001,0.9999999999999297,0.00373998933665487,0.08389890995942645,0.49175561353792147,0.13462082325951216,0.007943162244713167,0.23980463919200762,0.03823686246976409,0.8126923900400829,8.234488990508e-06,0.0008478279666886753,0.010652787155113507,0.006410355038696449,2.481130770922131e-07,4.751781310135961e-06,1.0364070176457825e-08,3.331397521372368e-11,2.939690839707884e-06,0.16938045532781662
8.111863186876578e-05,800.0000000000001,0.9999999999999296,0.0037389808180760004,0.08381256087871203,0.49184353102131123,0.13457685979156483,0.007946817488110384,0.2398444384310157,0.03823681157120989,0.8133226038251691,8.238573325019206e-06,0.0008486364565550701,0.010659066387636746,0.006418596965520354,2.482448673222663e-07,4.751966365348236e-06,1.0372145950583825e-08,3.3339931264249707e-11,2.953340949559925e-06,0.16873489383412588
