train_loss,valid_loss,best_valid_loss,epoch,n_params,n_params_branch,n_params_trunk,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9193379521369934,0.7854549288749695,0.7854549288749695,1,766413,486304,280096,1784564230,,False,1,37bde82e,2026-07-20_11-17-10,2.4916672706604004,2.4916672706604004,48341,Rohan-Laptop,172.22.123.235,2.4916672706604004,1
0.7344038367271424,0.6557062864303589,0.6557062864303589,2,766413,486304,280096,1784564231,,False,2,37bde82e,2026-07-20_11-17-11,0.9926369190216064,3.484304189682007,48341,Rohan-Laptop,172.22.123.235,3.484304189682007,2
0.632726538181305,0.6445967555046082,0.6445967555046082,3,766413,486304,280096,1784564232,,False,3,37bde82e,2026-07-20_11-17-12,1.0497112274169922,4.534015417098999,48341,Rohan-Laptop,172.22.123.235,4.534015417098999,3
0.5978646636009216,0.598202645778656,0.598202645778656,4,766413,486304,280096,1784564233,,False,4,37bde82e,2026-07-20_11-17-13,0.9674127101898193,5.501428127288818,48341,Rohan-Laptop,172.22.123.235,5.501428127288818,4
0.5583842396736145,0.5761401057243347,0.5761401057243347,5,766413,486304,280096,1784564234,,False,5,37bde82e,2026-07-20_11-17-14,0.9170081615447998,6.418436288833618,48341,Rohan-Laptop,172.22.123.235,6.418436288833618,5
0.5394018113613128,0.5441684126853943,0.5441684126853943,6,766413,486304,280096,1784564235,,False,6,37bde82e,2026-07-20_11-17-15,1.013110876083374,7.431547164916992,48341,Rohan-Laptop,172.22.123.235,7.431547164916992,6
0.4994503378868103,0.5103783011436462,0.5103783011436462,7,766413,486304,280096,1784564236,,False,7,37bde82e,2026-07-20_11-17-16,1.0609018802642822,8.492449045181274,48341,Rohan-Laptop,172.22.123.235,8.492449045181274,7
0.49512899518013,0.522316038608551,0.5103783011436462,8,766413,486304,280096,1784564237,,False,8,37bde82e,2026-07-20_11-17-17,1.0917472839355469,9.584196329116821,48341,Rohan-Laptop,172.22.123.235,9.584196329116821,8
0.476144403219223,0.4894809424877167,0.4894809424877167,9,766413,486304,280096,1784564238,,False,9,37bde82e,2026-07-20_11-17-18,1.1458022594451904,10.729998588562012,48341,Rohan-Laptop,172.22.123.235,10.729998588562012,9
0.4648508965969086,0.4952574670314789,0.4894809424877167,10,766413,486304,280096,1784564239,,False,10,37bde82e,2026-07-20_11-17-19,1.1164052486419678,11.84640383720398,48341,Rohan-Laptop,172.22.123.235,11.84640383720398,10
0.4599069654941559,0.4547937512397766,0.4547937512397766,11,766413,486304,280096,1784564241,,False,11,37bde82e,2026-07-20_11-17-21,1.057063102722168,12.903466939926147,48341,Rohan-Laptop,172.22.123.235,12.903466939926147,11
0.4460573554039001,0.44930750131607056,0.44930750131607056,12,766413,486304,280096,1784564242,,False,12,37bde82e,2026-07-20_11-17-22,1.1376185417175293,14.041085481643677,48341,Rohan-Laptop,172.22.123.235,14.041085481643677,12
0.434613299369812,0.4527483582496643,0.44930750131607056,13,766413,486304,280096,1784564243,,False,13,37bde82e,2026-07-20_11-17-23,1.0418188571929932,15.08290433883667,48341,Rohan-Laptop,172.22.123.235,15.08290433883667,13
0.4283086955547333,0.4367775022983551,0.4367775022983551,14,766413,486304,280096,1784564244,,False,14,37bde82e,2026-07-20_11-17-24,1.0148899555206299,16.0977942943573,48341,Rohan-Laptop,172.22.123.235,16.0977942943573,14
0.4189817667007446,0.41970810294151306,0.41970810294151306,15,766413,486304,280096,1784564245,,True,15,37bde82e,2026-07-20_11-17-25,1.07371187210083,17.17150616645813,48341,Rohan-Laptop,172.22.123.235,17.17150616645813,15
