train_loss,valid_loss,best_valid_loss,epoch,n_params,n_params_branch,n_params_trunk,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9471883177757263,0.8412322998046875,0.8412322998046875,1,252365,177824,74528,1784567115,,False,1,b1c2790f,2026-07-20_12-05-15,2.340210437774658,2.340210437774658,81557,Rohan-Laptop,172.22.123.235,2.340210437774658,1
0.7624372243881226,0.7240217328071594,0.7240217328071594,2,252365,177824,74528,1784567116,,False,2,b1c2790f,2026-07-20_12-05-16,1.0191636085510254,3.3593740463256836,81557,Rohan-Laptop,172.22.123.235,3.3593740463256836,2
0.6919748425483704,0.680226743221283,0.680226743221283,3,252365,177824,74528,1784567117,,False,3,b1c2790f,2026-07-20_12-05-17,0.9742546081542969,4.3336286544799805,81557,Rohan-Laptop,172.22.123.235,4.3336286544799805,3
0.6652418375015259,0.6593726277351379,0.6593726277351379,4,252365,177824,74528,1784567118,,False,4,b1c2790f,2026-07-20_12-05-18,0.8647353649139404,5.198364019393921,81557,Rohan-Laptop,172.22.123.235,5.198364019393921,4
0.6414282560348511,0.6365575790405273,0.6365575790405273,5,252365,177824,74528,1784567119,,False,5,b1c2790f,2026-07-20_12-05-19,0.910783052444458,6.109147071838379,81557,Rohan-Laptop,172.22.123.235,6.109147071838379,5
0.6183202743530274,0.601563572883606,0.601563572883606,6,252365,177824,74528,1784567120,,False,6,b1c2790f,2026-07-20_12-05-20,0.8810129165649414,6.99015998840332,81557,Rohan-Laptop,172.22.123.235,6.99015998840332,6
0.5886339783668518,0.5815377831459045,0.5815377831459045,7,252365,177824,74528,1784567121,,False,7,b1c2790f,2026-07-20_12-05-21,0.9168548583984375,7.907014846801758,81557,Rohan-Laptop,172.22.123.235,7.907014846801758,7
0.5703475832939148,0.5556273460388184,0.5556273460388184,8,252365,177824,74528,1784567122,,False,8,b1c2790f,2026-07-20_12-05-22,0.9773299694061279,8.884344816207886,81557,Rohan-Laptop,172.22.123.235,8.884344816207886,8
0.5541359066963196,0.5313334465026855,0.5313334465026855,9,252365,177824,74528,1784567123,,False,9,b1c2790f,2026-07-20_12-05-23,0.9378235340118408,9.822168350219727,81557,Rohan-Laptop,172.22.123.235,9.822168350219727,9
0.5230197429656982,0.5236231684684753,0.5236231684684753,10,252365,177824,74528,1784567124,,False,10,b1c2790f,2026-07-20_12-05-24,0.9950034618377686,10.817171812057495,81557,Rohan-Laptop,172.22.123.235,10.817171812057495,10
0.5079035341739655,0.5042123198509216,0.5042123198509216,11,252365,177824,74528,1784567125,,False,11,b1c2790f,2026-07-20_12-05-25,0.9756646156311035,11.792836427688599,81557,Rohan-Laptop,172.22.123.235,11.792836427688599,11
0.5148073971271515,0.5471231341362,0.5042123198509216,12,252365,177824,74528,1784567125,,False,12,b1c2790f,2026-07-20_12-05-25,0.9615836143493652,12.754420042037964,81557,Rohan-Laptop,172.22.123.235,12.754420042037964,12
0.5331751823425293,0.5338301062583923,0.5042123198509216,13,252365,177824,74528,1784567126,,False,13,b1c2790f,2026-07-20_12-05-26,0.9587974548339844,13.713217496871948,81557,Rohan-Laptop,172.22.123.235,13.713217496871948,13
0.5121001482009888,0.5115413069725037,0.5042123198509216,14,252365,177824,74528,1784567127,,False,14,b1c2790f,2026-07-20_12-05-27,0.9271876811981201,14.640405178070068,81557,Rohan-Laptop,172.22.123.235,14.640405178070068,14
0.5009813785552979,0.5055388808250427,0.5042123198509216,15,252365,177824,74528,1784567128,,False,15,b1c2790f,2026-07-20_12-05-28,0.9940004348754883,15.634405612945557,81557,Rohan-Laptop,172.22.123.235,15.634405612945557,15
0.490361088514328,0.4926266670227051,0.4926266670227051,16,252365,177824,74528,1784567129,,False,16,b1c2790f,2026-07-20_12-05-29,0.9681525230407715,16.602558135986328,81557,Rohan-Laptop,172.22.123.235,16.602558135986328,16
0.47795984148979187,0.48449984192848206,0.48449984192848206,17,252365,177824,74528,1784567130,,False,17,b1c2790f,2026-07-20_12-05-30,0.9602024555206299,17.562760591506958,81557,Rohan-Laptop,172.22.123.235,17.562760591506958,17
0.473140150308609,0.4762673079967499,0.4762673079967499,18,252365,177824,74528,1784567131,,False,18,b1c2790f,2026-07-20_12-05-31,0.9960670471191406,18.5588276386261,81557,Rohan-Laptop,172.22.123.235,18.5588276386261,18
0.4630992591381073,0.4665870666503906,0.4665870666503906,19,252365,177824,74528,1784567132,,False,19,b1c2790f,2026-07-20_12-05-32,1.0021185874938965,19.560946226119995,81557,Rohan-Laptop,172.22.123.235,19.560946226119995,19
0.4597831845283508,0.4567440152168274,0.4567440152168274,20,252365,177824,74528,1784567133,,True,20,b1c2790f,2026-07-20_12-05-33,1.005539894104004,20.566486120224,81557,Rohan-Laptop,172.22.123.235,20.566486120224,20
