train_loss,valid_loss,best_valid_loss,epoch,branch_hidden_layers,trunk_hidden_layers,n_params,n_params_branch,n_params_trunk,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8200608193874359,0.6663758993148804,0.6663758993148804,1,2,2,2016909,1323232,693664,1784568083,,False,1,d51f07aa,2026-07-20_12-21-23,5.686793327331543,5.686793327331543,93848,Rohan-Laptop,172.22.123.235,5.686793327331543,1
0.6138387143611908,0.6119914174079895,0.6119914174079895,2,2,2,2016909,1323232,693664,1784568086,,False,2,d51f07aa,2026-07-20_12-21-26,2.7335617542266846,8.420355081558228,93848,Rohan-Laptop,172.22.123.235,8.420355081558228,2
0.5559789419174195,0.5527085483074188,0.5527085483074188,3,2,2,2016909,1323232,693664,1784568089,,False,3,d51f07aa,2026-07-20_12-21-29,2.6264567375183105,11.046811819076538,93848,Rohan-Laptop,172.22.123.235,11.046811819076538,3
0.5353420346975326,0.5412090659141541,0.5412090659141541,4,2,2,2016909,1323232,693664,1784568092,,False,4,d51f07aa,2026-07-20_12-21-32,2.9663076400756836,14.013119459152222,93848,Rohan-Laptop,172.22.123.235,14.013119459152222,4
0.4936172187328339,0.49221534132957456,0.49221534132957456,5,2,2,2016909,1323232,693664,1784568095,,False,5,d51f07aa,2026-07-20_12-21-35,2.849081516265869,16.86220097541809,93848,Rohan-Laptop,172.22.123.235,16.86220097541809,5
0.454091939330101,0.47260509729385375,0.47260509729385375,6,2,2,2016909,1323232,693664,1784568098,,False,6,d51f07aa,2026-07-20_12-21-38,2.9739298820495605,19.83613085746765,93848,Rohan-Laptop,172.22.123.235,19.83613085746765,6
0.42906811833381653,0.4616093635559082,0.4616093635559082,7,2,2,2016909,1323232,693664,1784568100,,False,7,d51f07aa,2026-07-20_12-21-40,2.3346433639526367,22.170774221420288,93848,Rohan-Laptop,172.22.123.235,22.170774221420288,7
0.4058644503355026,0.42343956232070923,0.42343956232070923,8,2,2,2016909,1323232,693664,1784568102,,False,8,d51f07aa,2026-07-20_12-21-42,2.4523367881774902,24.62311100959778,93848,Rohan-Laptop,172.22.123.235,24.62311100959778,8
0.39862376153469087,0.4066365659236908,0.4066365659236908,9,2,2,2016909,1323232,693664,1784568105,,False,9,d51f07aa,2026-07-20_12-21-45,2.538764715194702,27.16187572479248,93848,Rohan-Laptop,172.22.123.235,27.16187572479248,9
0.3800248593091965,0.40500779151916505,0.40500779151916505,10,2,2,2016909,1323232,693664,1784568109,,False,10,d51f07aa,2026-07-20_12-21-49,3.7813780307769775,30.943253755569458,93848,Rohan-Laptop,172.22.123.235,30.943253755569458,10
