train_loss,valid_loss,best_valid_loss,n_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9973346983330159,0.9875192642211914,0.9875192642211914,62499,1785169912,,False,1,dc99da97,2026-07-27_11-31-52,2.2198140621185303,2.2198140621185303,180178,Rohan-Laptop,172.22.123.235,2.2198140621185303,1
0.9736103860637809,0.9344953894615173,0.9344953894615173,62499,1785169912,,False,2,dc99da97,2026-07-27_11-31-52,0.24161982536315918,2.4614338874816895,180178,Rohan-Laptop,172.22.123.235,2.4614338874816895,2
0.8614277326608006,0.6612604856491089,0.6612604856491089,62499,1785169913,,False,3,dc99da97,2026-07-27_11-31-53,0.23267078399658203,2.6941046714782715,180178,Rohan-Laptop,172.22.123.235,2.6941046714782715,3
0.5454391142990016,0.4052126407623291,0.4052126407623291,62499,1785169913,,False,4,dc99da97,2026-07-27_11-31-53,0.22446870803833008,2.9185733795166016,180178,Rohan-Laptop,172.22.123.235,2.9185733795166016,4
0.3937920094290866,0.34146204590797424,0.34146204590797424,62499,1785169913,,False,5,dc99da97,2026-07-27_11-31-53,0.23503804206848145,3.153611421585083,180178,Rohan-Laptop,172.22.123.235,3.153611421585083,5
0.30910161477101,0.25437116622924805,0.25437116622924805,62499,1785169913,,False,6,dc99da97,2026-07-27_11-31-53,0.23225617408752441,3.3858675956726074,180178,Rohan-Laptop,172.22.123.235,3.3858675956726074,6
0.2138150317382209,0.15913628041744232,0.15913628041744232,62499,1785169914,,False,7,dc99da97,2026-07-27_11-31-54,0.2865321636199951,3.6723997592926025,180178,Rohan-Laptop,172.22.123.235,3.6723997592926025,7
0.15239046740381024,0.12153196334838867,0.12153196334838867,62499,1785169914,,False,8,dc99da97,2026-07-27_11-31-54,0.2377314567565918,3.9101312160491943,180178,Rohan-Laptop,172.22.123.235,3.9101312160491943,8
0.11877834099003032,0.10109295696020126,0.10109295696020126,62499,1785169914,,False,9,dc99da97,2026-07-27_11-31-54,0.22982335090637207,4.139954566955566,180178,Rohan-Laptop,172.22.123.235,4.139954566955566,9
0.09703339862672589,0.08300366997718811,0.08300366997718811,62499,1785169914,,False,10,dc99da97,2026-07-27_11-31-54,0.23452019691467285,4.374474763870239,180178,Rohan-Laptop,172.22.123.235,4.374474763870239,10
0.07793238994818699,0.07145767658948898,0.07145767658948898,62499,1785169915,,False,11,dc99da97,2026-07-27_11-31-55,0.26297783851623535,4.637452602386475,180178,Rohan-Laptop,172.22.123.235,4.637452602386475,11
0.06869441233103789,0.060889165848493576,0.060889165848493576,62499,1785169915,,False,12,dc99da97,2026-07-27_11-31-55,0.2325119972229004,4.869964599609375,180178,Rohan-Laptop,172.22.123.235,4.869964599609375,12
0.062286263685437694,0.06589682400226593,0.060889165848493576,62499,1785169915,,False,13,dc99da97,2026-07-27_11-31-55,0.22570013999938965,5.095664739608765,180178,Rohan-Laptop,172.22.123.235,5.095664739608765,13
0.0668072546773319,0.05040416121482849,0.05040416121482849,62499,1785169915,,False,14,dc99da97,2026-07-27_11-31-55,0.22736358642578125,5.323028326034546,180178,Rohan-Laptop,172.22.123.235,5.323028326034546,14
0.061011676169648955,0.05146076902747154,0.05040416121482849,62499,1785169915,,False,15,dc99da97,2026-07-27_11-31-55,0.23017454147338867,5.553202867507935,180178,Rohan-Laptop,172.22.123.235,5.553202867507935,15
0.05298763315511655,0.054371751844882965,0.05040416121482849,62499,1785169916,,False,16,dc99da97,2026-07-27_11-31-56,0.2317516803741455,5.78495454788208,180178,Rohan-Laptop,172.22.123.235,5.78495454788208,16
0.04770421873353704,0.04862923175096512,0.04862923175096512,62499,1785169916,,False,17,dc99da97,2026-07-27_11-31-56,0.22549152374267578,6.010446071624756,180178,Rohan-Laptop,172.22.123.235,6.010446071624756,17
0.04519372211792801,0.04257503151893616,0.04257503151893616,62499,1785169916,,False,18,dc99da97,2026-07-27_11-31-56,0.22457551956176758,6.235021591186523,180178,Rohan-Laptop,172.22.123.235,6.235021591186523,18
0.039945662587503844,0.04265442490577698,0.04257503151893616,62499,1785169916,,False,19,dc99da97,2026-07-27_11-31-56,0.22558808326721191,6.460609674453735,180178,Rohan-Laptop,172.22.123.235,6.460609674453735,19
0.04063926722052731,0.039346348494291306,0.039346348494291306,62499,1785169917,,False,20,dc99da97,2026-07-27_11-31-57,0.2258756160736084,6.686485290527344,180178,Rohan-Laptop,172.22.123.235,6.686485290527344,20
0.03720204140755195,0.042465656995773315,0.039346348494291306,62499,1785169917,,False,21,dc99da97,2026-07-27_11-31-57,0.22629785537719727,6.912783145904541,180178,Rohan-Laptop,172.22.123.235,6.912783145904541,21
0.03690357244561745,0.03727182745933533,0.03727182745933533,62499,1785169917,,False,22,dc99da97,2026-07-27_11-31-57,0.22606945037841797,7.138852596282959,180178,Rohan-Laptop,172.22.123.235,7.138852596282959,22
0.03853074928061872,0.033676523715257645,0.033676523715257645,62499,1785169917,,False,23,dc99da97,2026-07-27_11-31-57,0.23402929306030273,7.372881889343262,180178,Rohan-Laptop,172.22.123.235,7.372881889343262,23
0.03688360156514977,0.04298810288310051,0.033676523715257645,62499,1785169918,,False,24,dc99da97,2026-07-27_11-31-58,0.2268693447113037,7.599751234054565,180178,Rohan-Laptop,172.22.123.235,7.599751234054565,24
0.04016763448149343,0.04718220233917236,0.033676523715257645,62499,1785169918,,False,25,dc99da97,2026-07-27_11-31-58,0.23026776313781738,7.830018997192383,180178,Rohan-Laptop,172.22.123.235,7.830018997192383,25
0.051004344621036625,0.05752141401171684,0.033676523715257645,62499,1785169918,,False,26,dc99da97,2026-07-27_11-31-58,0.23966765403747559,8.069686651229858,180178,Rohan-Laptop,172.22.123.235,8.069686651229858,26
0.052846753333188314,0.033666085451841354,0.033666085451841354,62499,1785169918,,False,27,dc99da97,2026-07-27_11-31-58,0.23740816116333008,8.307094812393188,180178,Rohan-Laptop,172.22.123.235,8.307094812393188,27
0.05406056910376005,0.044224660843610764,0.033666085451841354,62499,1785169919,,False,28,dc99da97,2026-07-27_11-31-59,0.263592004776001,8.57068681716919,180178,Rohan-Laptop,172.22.123.235,8.57068681716919,28
0.048522679253092296,0.04651938006281853,0.033666085451841354,62499,1785169919,,False,29,dc99da97,2026-07-27_11-31-59,0.2859377861022949,8.856624603271484,180178,Rohan-Laptop,172.22.123.235,8.856624603271484,29
0.04085331957174253,0.03708619251847267,0.033666085451841354,62499,1785169919,,False,30,dc99da97,2026-07-27_11-31-59,0.2679414749145508,9.124566078186035,180178,Rohan-Laptop,172.22.123.235,9.124566078186035,30
0.03608836530695988,0.03947249799966812,0.033666085451841354,62499,1785169919,,False,31,dc99da97,2026-07-27_11-31-59,0.28324341773986816,9.407809495925903,180178,Rohan-Laptop,172.22.123.235,9.407809495925903,31
0.03512752409788627,0.025698557496070862,0.025698557496070862,62499,1785169920,,False,32,dc99da97,2026-07-27_11-32-00,0.2764604091644287,9.684269905090332,180178,Rohan-Laptop,172.22.123.235,9.684269905090332,32
0.03827072048111807,0.04055868461728096,0.025698557496070862,62499,1785169920,,False,33,dc99da97,2026-07-27_11-32-00,0.28534436225891113,9.969614267349243,180178,Rohan-Laptop,172.22.123.235,9.969614267349243,33
