train_loss,valid_loss,best_valid_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9429646611213685,0.6851031184196472,0.6851031184196472,1,1784561777,,False,1,516ab215,2026-07-20_10-36-17,3.492724657058716,3.492724657058716,22394,Rohan-Laptop,172.22.123.235,3.492724657058716,1
0.6357710421085357,0.5896515846252441,0.5896515846252441,2,1784561778,,False,2,516ab215,2026-07-20_10-36-18,1.4285213947296143,4.92124605178833,22394,Rohan-Laptop,172.22.123.235,4.92124605178833,2
0.5226594865322113,0.5676005482673645,0.5676005482673645,3,1784561779,,False,3,516ab215,2026-07-20_10-36-19,1.4022893905639648,6.323535442352295,22394,Rohan-Laptop,172.22.123.235,6.323535442352295,3
0.4855254888534546,0.5127468705177307,0.5127468705177307,4,1784561781,,False,4,516ab215,2026-07-20_10-36-21,1.5014400482177734,7.824975490570068,22394,Rohan-Laptop,172.22.123.235,7.824975490570068,4
0.45848478078842164,0.48050227761268616,0.48050227761268616,5,1784561782,,False,5,516ab215,2026-07-20_10-36-22,1.3938493728637695,9.218824863433838,22394,Rohan-Laptop,172.22.123.235,9.218824863433838,5
0.42950854301452634,0.44691160321235657,0.44691160321235657,6,1784561784,,False,6,516ab215,2026-07-20_10-36-24,1.5723490715026855,10.791173934936523,22394,Rohan-Laptop,172.22.123.235,10.791173934936523,6
0.40692899823188783,0.43326103687286377,0.43326103687286377,7,1784561786,,False,7,516ab215,2026-07-20_10-36-26,1.6016147136688232,12.392788648605347,22394,Rohan-Laptop,172.22.123.235,12.392788648605347,7
0.37447790503501893,0.4074956178665161,0.4074956178665161,8,1784561788,,False,8,516ab215,2026-07-20_10-36-28,1.9924795627593994,14.385268211364746,22394,Rohan-Laptop,172.22.123.235,14.385268211364746,8
0.34391536712646487,0.3738386631011963,0.3738386631011963,9,1784561789,,False,9,516ab215,2026-07-20_10-36-29,1.6758637428283691,16.061131954193115,22394,Rohan-Laptop,172.22.123.235,16.061131954193115,9
0.3102180898189545,0.324086993932724,0.324086993932724,10,1784561791,,False,10,516ab215,2026-07-20_10-36-31,1.7040066719055176,17.765138626098633,22394,Rohan-Laptop,172.22.123.235,17.765138626098633,10
0.28908672034740446,0.35625159740448,0.324086993932724,11,1784561792,,False,11,516ab215,2026-07-20_10-36-32,1.402594804763794,19.167733430862427,22394,Rohan-Laptop,172.22.123.235,19.167733430862427,11
0.28577656149864195,0.32220199704170227,0.32220199704170227,12,1784561794,,False,12,516ab215,2026-07-20_10-36-34,1.573594570159912,20.74132800102234,22394,Rohan-Laptop,172.22.123.235,20.74132800102234,12
0.27173670530319216,0.30667558312416077,0.30667558312416077,13,1784561796,,False,13,516ab215,2026-07-20_10-36-36,1.5651888847351074,22.306516885757446,22394,Rohan-Laptop,172.22.123.235,22.306516885757446,13
0.2607553660869598,0.2911789119243622,0.2911789119243622,14,1784561797,,False,14,516ab215,2026-07-20_10-36-37,1.8602747917175293,24.166791677474976,22394,Rohan-Laptop,172.22.123.235,24.166791677474976,14
0.24969493448734284,0.27394115924835205,0.27394115924835205,15,1784561799,,False,15,516ab215,2026-07-20_10-36-39,1.5929536819458008,25.759745359420776,22394,Rohan-Laptop,172.22.123.235,25.759745359420776,15
0.2363584339618683,0.26806947588920593,0.26806947588920593,16,1784561801,,False,16,516ab215,2026-07-20_10-36-41,1.6103618144989014,27.370107173919678,22394,Rohan-Laptop,172.22.123.235,27.370107173919678,16
0.2266103059053421,0.26938706636428833,0.26806947588920593,17,1784561802,,False,17,516ab215,2026-07-20_10-36-42,1.4324455261230469,28.802552700042725,22394,Rohan-Laptop,172.22.123.235,28.802552700042725,17
0.22371829748153688,0.2516917288303375,0.2516917288303375,18,1784561803,,False,18,516ab215,2026-07-20_10-36-43,1.429335355758667,30.23188805580139,22394,Rohan-Laptop,172.22.123.235,30.23188805580139,18
0.2174349308013916,0.24591249227523804,0.24591249227523804,19,1784561805,,False,19,516ab215,2026-07-20_10-36-45,1.4505596160888672,31.68244767189026,22394,Rohan-Laptop,172.22.123.235,31.68244767189026,19
0.2084242135286331,0.24671202898025513,0.24591249227523804,20,1784561806,,True,20,516ab215,2026-07-20_10-36-46,1.512251853942871,33.19469952583313,22394,Rohan-Laptop,172.22.123.235,33.19469952583313,20
