train_loss,valid_loss,best_valid_loss,epoch,n_params,n_params_branch,n_params_trunk,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.9076333343982697,1.152886724472046,1.152886724472046,1,766413,486304,280096,1784564210,,False,1,90894693,2026-07-20_11-16-50,2.3131484985351562,2.3131484985351562,48054,Rohan-Laptop,172.22.123.235,2.3131484985351562,1
0.9006165504455567,0.7593531250953675,0.7593531250953675,2,766413,486304,280096,1784564211,,False,2,90894693,2026-07-20_11-16-51,0.9175794124603271,3.2307279109954834,48054,Rohan-Laptop,172.22.123.235,3.2307279109954834,2
0.6932597041130066,0.686025071144104,0.686025071144104,3,766413,486304,280096,1784564212,,False,3,90894693,2026-07-20_11-16-52,0.9168434143066406,4.147571325302124,48054,Rohan-Laptop,172.22.123.235,4.147571325302124,3
0.664862084388733,0.653017771244049,0.653017771244049,4,766413,486304,280096,1784564213,,False,4,90894693,2026-07-20_11-16-53,0.9029619693756104,5.050533294677734,48054,Rohan-Laptop,172.22.123.235,5.050533294677734,4
0.6404633820056915,0.6258853912353516,0.6258853912353516,5,766413,486304,280096,1784564214,,False,5,90894693,2026-07-20_11-16-54,0.9034085273742676,5.953941822052002,48054,Rohan-Laptop,172.22.123.235,5.953941822052002,5
0.6133508265018464,0.5991402626037597,0.5991402626037597,6,766413,486304,280096,1784564214,,False,6,90894693,2026-07-20_11-16-54,0.9218785762786865,6.8758203983306885,48054,Rohan-Laptop,172.22.123.235,6.8758203983306885,6
0.5952694416046143,0.58802889585495,0.58802889585495,7,766413,486304,280096,1784564215,,False,7,90894693,2026-07-20_11-16-55,0.9512536525726318,7.82707405090332,48054,Rohan-Laptop,172.22.123.235,7.82707405090332,7
0.5884097933769226,0.5902019619941712,0.58802889585495,8,766413,486304,280096,1784564216,,False,8,90894693,2026-07-20_11-16-56,0.9841792583465576,8.811253309249878,48054,Rohan-Laptop,172.22.123.235,8.811253309249878,8
0.5920882284641266,0.5861135005950928,0.5861135005950928,9,766413,486304,280096,1784564217,,False,9,90894693,2026-07-20_11-16-57,0.9931817054748535,9.804435014724731,48054,Rohan-Laptop,172.22.123.235,9.804435014724731,9
0.5814120829105377,0.5590982794761657,0.5590982794761657,10,766413,486304,280096,1784564218,,False,10,90894693,2026-07-20_11-16-58,0.9628376960754395,10.767272710800171,48054,Rohan-Laptop,172.22.123.235,10.767272710800171,10
0.5427778035402298,0.529015052318573,0.529015052318573,11,766413,486304,280096,1784564219,,False,11,90894693,2026-07-20_11-16-59,0.9766819477081299,11.7439546585083,48054,Rohan-Laptop,172.22.123.235,11.7439546585083,11
0.5575839400291442,0.5265255808830261,0.5265255808830261,12,766413,486304,280096,1784564220,,False,12,90894693,2026-07-20_11-17-00,0.992612361907959,12.73656702041626,48054,Rohan-Laptop,172.22.123.235,12.73656702041626,12
0.5412726402282715,0.5602190375328064,0.5265255808830261,13,766413,486304,280096,1784564221,,False,13,90894693,2026-07-20_11-17-01,1.0181725025177002,13.75473952293396,48054,Rohan-Laptop,172.22.123.235,13.75473952293396,13
0.5350611567497253,0.5304793655872345,0.5265255808830261,14,766413,486304,280096,1784564222,,False,14,90894693,2026-07-20_11-17-02,1.0015590190887451,14.756298542022705,48054,Rohan-Laptop,172.22.123.235,14.756298542022705,14
0.5229330569505691,0.49989824295043944,0.49989824295043944,15,766413,486304,280096,1784564223,,True,15,90894693,2026-07-20_11-17-03,1.002030611038208,15.758329153060913,48054,Rohan-Laptop,172.22.123.235,15.758329153060913,15
