z, Pressure_0, Pressure_1, Pressure_2, Pressure_3, Pressure_4, Pressure_5, Pressure_6, Pressure_7, Pressure_8, Pressure_9, Velocity_0, GasTemperature_0, SolidTemperature_0, CH4_0, CO_0, O2_0, CO2_0, H2_0, H2O_0, AR_0, H(s)_0, O(s)_0, CH4(s)_0, H2O(s)_0, CO2(s)_0, CO(s)_0, OH(s)_0, C(s)_0, HCO(s)_0, CH(s)_0, CH3(s)_0, CH2(s)_0, COOH(s)_0, Ni(s)_0, Velocity_1, GasTemperature_1, SolidTemperature_1, CH4_1, CO_1, O2_1, CO2_1, H2_1, H2O_1, AR_1, H(s)_1, O(s)_1, CH4(s)_1, H2O(s)_1, CO2(s)_1, CO(s)_1, OH(s)_1, C(s)_1, HCO(s)_1, CH(s)_1, CH3(s)_1, CH2(s)_1, COOH(s)_1, Ni(s)_1, Velocity_2, GasTemperature_2, SolidTemperature_2, CH4_2, CO_2, O2_2, CO2_2, H2_2, H2O_2, AR_2, H(s)_2, O(s)_2, CH4(s)_2, H2O(s)_2, CO2(s)_2, CO(s)_2, OH(s)_2, C(s)_2, HCO(s)_2, CH(s)_2, CH3(s)_2, CH2(s)_2, COOH(s)_2, Ni(s)_2, Velocity_3, GasTemperature_3, SolidTemperature_3, CH4_3, CO_3, O2_3, CO2_3, H2_3, H2O_3, AR_3, H(s)_3, O(s)_3, CH4(s)_3, H2O(s)_3, CO2(s)_3, CO(s)_3, OH(s)_3, C(s)_3, HCO(s)_3, CH(s)_3, CH3(s)_3, CH2(s)_3, COOH(s)_3, Ni(s)_3, Velocity_4, GasTemperature_4, SolidTemperature_4, CH4_4, CO_4, O2_4, CO2_4, H2_4, H2O_4, AR_4, H(s)_4, O(s)_4, CH4(s)_4, H2O(s)_4, CO2(s)_4, CO(s)_4, OH(s)_4, C(s)_4, HCO(s)_4, CH(s)_4, CH3(s)_4, CH2(s)_4, COOH(s)_4, Ni(s)_4, Velocity_5, GasTemperature_5, SolidTemperature_5, CH4_5, CO_5, O2_5, CO2_5, H2_5, H2O_5, AR_5, H(s)_5, O(s)_5, CH4(s)_5, H2O(s)_5, CO2(s)_5, CO(s)_5, OH(s)_5, C(s)_5, HCO(s)_5, CH(s)_5, CH3(s)_5, CH2(s)_5, COOH(s)_5, Ni(s)_5, Velocity_6, GasTemperature_6, SolidTemperature_6, CH4_6, CO_6, O2_6, CO2_6, H2_6, H2O_6, AR_6, H(s)_6, O(s)_6, CH4(s)_6, H2O(s)_6, CO2(s)_6, CO(s)_6, OH(s)_6, C(s)_6, HCO(s)_6, CH(s)_6, CH3(s)_6, CH2(s)_6, COOH(s)_6, Ni(s)_6, Velocity_7, GasTemperature_7, SolidTemperature_7, CH4_7, CO_7, O2_7, CO2_7, H2_7, H2O_7, AR_7, H(s)_7, O(s)_7, CH4(s)_7, H2O(s)_7, CO2(s)_7, CO(s)_7, OH(s)_7, C(s)_7, HCO(s)_7, CH(s)_7, CH3(s)_7, CH2(s)_7, COOH(s)_7, Ni(s)_7, Velocity_8, GasTemperature_8, SolidTemperature_8, CH4_8, CO_8, O2_8, CO2_8, H2_8, H2O_8, AR_8, H(s)_8, O(s)_8, CH4(s)_8, H2O(s)_8, CO2(s)_8, CO(s)_8, OH(s)_8, C(s)_8, HCO(s)_8, CH(s)_8, CH3(s)_8, CH2(s)_8, COOH(s)_8, Ni(s)_8, Velocity_9, GasTemperature_9, SolidTemperature_9, CH4_9, CO_9, O2_9, CO2_9, H2_9, H2O_9, AR_9, H(s)_9, O(s)_9, CH4(s)_9, H2O(s)_9, CO2(s)_9, CO(s)_9, OH(s)_9, C(s)_9, HCO(s)_9, CH(s)_9, CH3(s)_9, CH2(s)_9, COOH(s)_9, Ni(s)_9, 
0.000526316, 1.00023e+06, 1.00023e+06, 1.00023e+06, 1.00023e+06, 1.00023e+06, 1.00023e+06, 1.00022e+06, 1.00022e+06, 1.00022e+06, 1.00014e+06, 0.141848, 1173, 1173, 0.17421, 0.0183437, 4.7934e-17, 0.0286927, 0.190117, 0.588628, 8.87197e-06, 0.256465, 0.00750062, 4.24967e-09, 0.00427921, 2.36592e-05, 0.26054, 0.000236794, 8.38976e-08, 6.43358e-11, 1.47125e-11, 1.22568e-09, 3.79283e-10, 4.9167e-08, 0.470954, 0.141981, 1173, 1173, 0.174276, 0.01831, 4.79684e-17, 0.0286304, 0.190072, 0.588703, 8.87163e-06, 0.256505, 0.00750541, 4.25243e-09, 0.00428093, 2.36308e-05, 0.260365, 0.000236917, 8.3737e-08, 6.42276e-11, 1.47242e-11, 1.22655e-09, 3.79579e-10, 4.91024e-08, 0.471083, 0.142048, 1173, 1173, 0.174324, 0.0182841, 4.79758e-17, 0.0285733, 0.190058, 0.588751, 8.87101e-06, 0.256546, 0.00750802, 4.25444e-09, 0.00428211, 2.36055e-05, 0.260229, 0.00023699, 8.36227e-08, 6.41469e-11, 1.47319e-11, 1.22716e-09, 3.79778e-10, 4.90481e-08, 0.471174, 0.142347, 1173, 1173, 0.174344, 0.018268, 4.79813e-17, 0.0285329, 0.19007, 0.588776, 8.87013e-06, 0.256581, 0.00750866, 4.25538e-09, 0.00428274, 2.35866e-05, 0.260143, 0.000237018, 8.356e-08, 6.40991e-11, 1.47348e-11, 1.22745e-09, 3.79858e-10, 4.90105e-08, 0.471224, 0.142014, 1173, 1173, 0.174274, 0.0182999, 4.7931e-17, 0.0285688, 0.190151, 0.588698, 8.86974e-06, 0.256562, 0.00750232, 4.25243e-09, 0.00428094, 2.36079e-05, 0.260305, 0.000236868, 8.37276e-08, 6.42063e-11, 1.47213e-11, 1.2265e-09, 3.79517e-10, 4.90651e-08, 0.471089, 0.1422, 1173, 1173, 0.174308, 0.0182828, 4.79785e-17, 0.0285404, 0.19008, 0.58878, 8.87069e-06, 0.256558, 0.00750746, 4.25399e-09, 0.00428228, 2.36019e-05, 0.26022, 0.000236986, 8.36214e-08, 6.41453e-11, 1.47298e-11, 1.22704e-09, 3.79728e-10, 4.90435e-08, 0.471171, 0.141924, 1173, 1173, 0.174278, 0.0183084, 4.80556e-17, 0.0286018, 0.189949, 0.588854, 8.87418e-06, 0.256447, 0.00751292, 4.25289e-09, 0.00428244, 2.36521e-05, 0.260367, 0.000237077, 8.36629e-08, 6.42075e-11, 1.47313e-11, 1.22685e-09, 3.79746e-10, 4.91311e-08, 0.47113, 0.142073, 1173, 1173, 0.174329, 0.0183124, 4.83205e-17, 0.0286864, 0.189521, 0.589143, 8.8824e-06, 0.256231, 0.00753573, 4.25534e-09, 0.00428575, 2.37289e-05, 0.260422, 0.000237528, 8.3476e-08, 6.4167e-11, 1.47574e-11, 1.22799e-09, 3.80353e-10, 4.92351e-08, 0.471264, 0.141764, 1173, 1173, 0.174203, 0.0184412, 4.87281e-17, 0.0290574, 0.18883, 0.589459, 8.89783e-06, 0.255658, 0.00756425, 4.25052e-09, 0.00428629, 2.39863e-05, 0.261158, 0.000237992, 8.36756e-08, 6.44739e-11, 1.47686e-11, 1.2272e-09, 3.80525e-10, 4.96782e-08, 0.471071, 0.143801, 1173, 1173, 0.174204, 0.0186006, 4.96581e-17, 0.0295447, 0.187327, 0.590314, 8.92486e-06, 0.254628, 0.00763597, 4.25018e-09, 0.00429213, 2.44207e-05, 0.262111, 0.000239281, 8.35988e-08, 6.47637e-11, 1.48296e-11, 1.22853e-09, 3.81852e-10, 5.03746e-08, 0.47107, 
0.00157895, 1.00022e+06, 1.00022e+06, 1.00022e+06, 1.00022e+06, 1.00022e+06, 1.00021e+06, 1.00021e+06, 1.00021e+06, 1.00021e+06, 1.00013e+06, 0.150825, 1173, 1173, 0.132299, 0.0344065, 1.62072e-17, 0.042347, 0.282665, 0.508274, 8.37334e-06, 0.26989, 0.00376006, 2.78542e-09, 0.00318906, 2.22767e-05, 0.316528, 0.000144737, 2.32949e-07, 1.26987e-10, 7.97542e-12, 7.64875e-10, 2.09509e-10, 5.63848e-08, 0.406466, 0.150858, 1173, 1173, 0.132244, 0.0344505, 1.62061e-17, 0.0424175, 0.282592, 0.508288, 8.3754e-06, 0.269814, 0.00376057, 2.78384e-09, 0.00318867, 2.23082e-05, 0.316664, 0.000144738, 2.33144e-07, 1.27114e-10, 7.97202e-12, 7.64445e-10, 2.09409e-10, 5.64573e-08, 0.406406, 0.150795, 1173, 1173, 0.132215, 0.0344962, 1.62457e-17, 0.0425182, 0.282346, 0.508416, 8.38017e-06, 0.269681, 0.00376457, 2.78307e-09, 0.00318928, 2.23615e-05, 0.316816, 0.000144828, 2.33178e-07, 1.27219e-10, 7.97297e-12, 7.64262e-10, 2.09417e-10, 5.65675e-08, 0.406381, 0.150564, 1173, 1173, 0.13223, 0.0345384, 1.63144e-17, 0.0426555, 0.281865, 0.508703, 8.38849e-06, 0.269475, 0.00377346, 2.78363e-09, 0.00319137, 2.24417e-05, 0.316975, 0.000145047, 2.32954e-07, 1.27277e-10, 7.9805e-12, 7.64479e-10, 2.09591e-10, 5.6722e-08, 0.406418, 0.150499, 1173, 1173, 0.132401, 0.0345094, 1.64595e-17, 0.0427797, 0.28097, 0.509332, 8.40123e-06, 0.269217, 0.00379256, 2.789e-09, 0.00319733, 2.25363e-05, 0.31695, 0.000145549, 2.31882e-07, 1.27049e-10, 8.00644e-12, 7.66092e-10, 2.10247e-10, 5.68707e-08, 0.406675, 0.150332, 1173, 1173, 0.132495, 0.0345676, 1.66513e-17, 0.0430827, 0.27976, 0.510086, 8.42032e-06, 0.268754, 0.00381625, 2.79219e-09, 0.00320346, 2.27151e-05, 0.317206, 0.000146143, 2.31032e-07, 1.27044e-10, 8.03046e-12, 7.67139e-10, 2.10825e-10, 5.71988e-08, 0.406852, 0.15014, 1173, 1173, 0.132732, 0.0345968, 1.69577e-17, 0.0434799, 0.277886, 0.511296, 8.44809e-06, 0.268104, 0.00385473, 2.79982e-09, 0.00321408, 2.29635e-05, 0.317421, 0.000147121, 2.29353e-07, 1.26844e-10, 8.07538e-12, 7.69516e-10, 2.11932e-10, 5.76304e-08, 0.407235, 0.149775, 1173, 1173, 0.132995, 0.0346983, 1.73931e-17, 0.0441308, 0.275242, 0.512925, 8.4877e-06, 0.267113, 0.00390835, 2.80837e-09, 0.00322779, 2.3351e-05, 0.317905, 0.000148456, 2.27361e-07, 1.26746e-10, 8.13328e-12, 7.7226e-10, 2.13336e-10, 5.83238e-08, 0.407674, 0.149023, 1173, 1173, 0.133593, 0.0347502, 1.80652e-17, 0.0449175, 0.271307, 0.515423, 8.54351e-06, 0.26574, 0.00399251, 2.82678e-09, 0.00325015, 2.3889e-05, 0.318333, 0.000150565, 2.23821e-07, 1.26282e-10, 8.23694e-12, 7.7796e-10, 2.15897e-10, 5.92403e-08, 0.408509, 0.141845, 1173, 1173, 0.134399, 0.0349382, 1.90773e-17, 0.0459499, 0.265828, 0.518877, 8.61897e-06, 0.263667, 0.004112, 2.85044e-09, 0.00327955, 2.47336e-05, 0.319268, 0.00015349, 2.19538e-07, 1.25964e-10, 8.37976e-12, 7.85431e-10, 2.1939e-10, 6.07123e-08, 0.409495, 
0.00263158, 1.00021e+06, 1.00021e+06, 1.00021e+06, 1.0002e+06, 1.0002e+06, 1.0002e+06, 1.0002e+06, 1.0002e+06, 1.0002e+06, 1.00011e+06, 0.156088, 1173, 1173, 0.108655, 0.0461785, 9.9644e-18, 0.0478856, 0.33067, 0.466603, 8.12032e-06, 0.271893, 0.00274848, 2.13079e-09, 0.00272686, 2.18627e-05, 0.343895, 0.000114428, 3.70835e-07, 1.71697e-10, 5.83729e-12, 5.81243e-10, 1.51541e-10, 5.98334e-08, 0.3786, 0.156005, 1173, 1173, 0.108675, 0.0462019, 9.99277e-18, 0.0479728, 0.330338, 0.466804, 8.12576e-06, 0.27178, 0.00275266, 2.13135e-09, 0.00272828, 2.1907e-05, 0.343969, 0.000114544, 3.70524e-07, 1.71713e-10, 5.84085e-12, 5.81399e-10, 1.51631e-10, 5.99248e-08, 0.378633, 0.155883, 1173, 1173, 0.10875, 0.0462201, 1.00597e-17, 0.0481322, 0.329623, 0.467266, 8.13677e-06, 0.271567, 0.00276219, 2.13347e-09, 0.00273179, 2.19915e-05, 0.344056, 0.000114817, 3.69613e-07, 1.71646e-10, 5.85075e-12, 5.81988e-10, 1.51891e-10, 6.00908e-08, 0.378746, 0.155763, 1173, 1173, 0.10888, 0.0462452, 1.01663e-17, 0.0483855, 0.32848, 0.468001, 8.15446e-06, 0.271229, 0.00277753, 2.13706e-09, 0.00273744, 2.21256e-05, 0.344185, 0.000115254, 3.68135e-07, 1.71526e-10, 5.86713e-12, 5.82984e-10, 1.52322e-10, 6.03524e-08, 0.378933, 0.155514, 1173, 1173, 0.109, 0.0463362, 1.0303e-17, 0.0487971, 0.326877, 0.468982, 8.18029e-06, 0.270703, 0.00279841, 2.14049e-09, 0.00274455, 2.23356e-05, 0.344492, 0.000115836, 3.66477e-07, 1.71529e-10, 5.88633e-12, 5.8394e-10, 1.52815e-10, 6.07766e-08, 0.379124, 0.155061, 1173, 1173, 0.109176, 0.0464587, 1.05144e-17, 0.0493785, 0.324644, 0.470334, 8.21572e-06, 0.269971, 0.00282781, 2.14549e-09, 0.00275445, 2.26299e-05, 0.34491, 0.000116653, 3.6415e-07, 1.71518e-10, 5.91386e-12, 5.85336e-10, 1.53521e-10, 6.13668e-08, 0.379397, 0.154518, 1173, 1173, 0.109419, 0.0466261, 1.07967e-17, 0.0501746, 0.321646, 0.472126, 8.26284e-06, 0.268981, 0.00286781, 2.15234e-09, 0.00276761, 2.30325e-05, 0.345479, 0.000117755, 3.61064e-07, 1.71504e-10, 5.95159e-12, 5.87251e-10, 1.54488e-10, 6.21698e-08, 0.379763, 0.153855, 1173, 1173, 0.10978, 0.0468287, 1.11584e-17, 0.0512174, 0.317668, 0.474497, 8.32367e-06, 0.267678, 0.00292229, 2.16239e-09, 0.00278531, 2.35718e-05, 0.34619, 0.000119248, 3.56847e-07, 1.71415e-10, 6.00488e-12, 5.90066e-10, 1.55854e-10, 6.32312e-08, 0.380282, 0.153082, 1173, 1173, 0.110359, 0.0470543, 1.16988e-17, 0.0524942, 0.312451, 0.477633, 8.40091e-06, 0.265989, 0.00299656, 2.17804e-09, 0.00280919, 2.42868e-05, 0.347033, 0.00012127, 3.51052e-07, 1.71154e-10, 6.08267e-12, 5.94465e-10, 1.57857e-10, 6.46131e-08, 0.381026, 0.145413, 1173, 1173, 0.111201, 0.0474243, 1.24283e-17, 0.0539475, 0.305728, 0.481691, 8.49826e-06, 0.263713, 0.00309563, 2.19957e-09, 0.0028394, 2.52834e-05, 0.348291, 0.00012392, 3.44059e-07, 1.71009e-10, 6.18989e-12, 6.00562e-10, 1.60601e-10, 6.65371e-08, 0.381911, 
0.00368421, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.00019e+06, 1.0001e+06, 0.159343, 1173, 1173, 0.0926726, 0.0554788, 7.52777e-18, 0.0512387, 0.359716, 0.440886, 7.99145e-06, 0.271388, 0.00228469, 1.7392e-09, 0.00246576, 2.18362e-05, 0.361418, 9.92076e-05, 4.90735e-07, 2.05891e-10, 4.76943e-12, 4.75209e-10, 1.20767e-10, 6.23235e-08, 0.362322, 0.159239, 1173, 1173, 0.0927164, 0.0554992, 7.55494e-18, 0.0513619, 0.359213, 0.441201, 7.99939e-06, 0.271247, 0.00228993, 1.74034e-09, 0.00246797, 2.18944e-05, 0.361487, 9.93659e-05, 4.89966e-07, 2.0586e-10, 4.77398e-12, 4.755e-10, 1.20896e-10, 6.24459e-08, 0.362387, 0.159081, 1173, 1173, 0.0927704, 0.0555727, 7.63498e-18, 0.0516341, 0.358211, 0.441804, 8.01588e-06, 0.270938, 0.00230008, 1.7418e-09, 0.00247198, 2.20205e-05, 0.361687, 9.96666e-05, 4.88705e-07, 2.05898e-10, 4.78133e-12, 4.75867e-10, 1.21099e-10, 6.27178e-08, 0.36248, 0.158769, 1173, 1173, 0.0928449, 0.0556971, 7.71e-18, 0.0520688, 0.356652, 0.442729, 8.04154e-06, 0.270449, 0.00231583, 1.74385e-09, 0.00247808, 2.22209e-05, 0.362018, 0.000100131, 4.86832e-07, 2.05986e-10, 4.79232e-12, 4.76377e-10, 1.21401e-10, 6.31508e-08, 0.362616, 0.158348, 1173, 1173, 0.092987, 0.0558419, 7.86916e-18, 0.0526701, 0.354434, 0.444059, 8.07703e-06, 0.269777, 0.0023388, 1.74762e-09, 0.0024871, 2.24996e-05, 0.362427, 0.000100809, 4.83915e-07, 2.06008e-10, 4.81002e-12, 4.77336e-10, 1.21892e-10, 6.37438e-08, 0.362846, 0.157887, 1173, 1173, 0.0932112, 0.0560128, 8.05032e-18, 0.0534686, 0.351465, 0.445834, 8.12386e-06, 0.268893, 0.00237017, 1.75345e-09, 0.00249934, 2.2871e-05, 0.362932, 0.000101732, 4.79859e-07, 2.05962e-10, 4.8358e-12, 4.78832e-10, 1.22607e-10, 6.45244e-08, 0.36318, 0.157241, 1173, 1173, 0.0935012, 0.0562504, 8.30111e-18, 0.0545235, 0.347653, 0.448064, 8.18427e-06, 0.267737, 0.0024109, 1.76092e-09, 0.00251471, 2.33626e-05, 0.363614, 0.000102918, 4.74841e-07, 2.05946e-10, 4.86948e-12, 4.80752e-10, 1.23533e-10, 6.5553e-08, 0.363596, 0.156421, 1173, 1173, 0.0938882, 0.0565543, 8.65633e-18, 0.0558641, 0.342839, 0.450846, 8.25967e-06, 0.266264, 0.00246351, 1.77078e-09, 0.00253401, 2.40012e-05, 0.364483, 0.000104433, 4.68575e-07, 2.05919e-10, 4.91396e-12, 4.83305e-10, 1.2475e-10, 6.68773e-08, 0.364126, 0.155324, 1173, 1173, 0.0943956, 0.0569682, 9.10852e-18, 0.0575051, 0.336856, 0.454267, 8.35224e-06, 0.264389, 0.00253068, 1.78344e-09, 0.00255768, 2.48355e-05, 0.365631, 0.00010634, 4.61078e-07, 2.05965e-10, 4.97185e-12, 4.8661e-10, 1.26318e-10, 6.85967e-08, 0.364759, 0.136673, 1173, 1173, 0.0950787, 0.0576013, 9.69654e-18, 0.0593308, 0.32947, 0.458511, 8.46384e-06, 0.261954, 0.00261647, 1.79956e-09, 0.00258619, 2.59588e-05, 0.367266, 0.000108728, 4.52575e-07, 2.06319e-10, 5.04759e-12, 4.90868e-10, 1.2834e-10, 7.09097e-08, 0.365443, 
0.00473684, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00018e+06, 1.00009e+06, 0.161399, 1173, 1173, 0.080941, 0.063038, 6.28718e-18, 0.0538308, 0.378287, 0.423895, 7.93679e-06, 0.270077, 0.00202708, 1.47412e-09, 0.00230063, 2.2015e-05, 0.373871, 9.02645e-05, 5.91772e-07, 2.32812e-10, 4.1312e-12, 4.0467e-10, 1.01402e-10, 6.44317e-08, 0.351612, 0.161339, 1173, 1173, 0.0809675, 0.0630882, 6.3179e-18, 0.0540021, 0.37768, 0.424255, 7.94682e-06, 0.269898, 0.00203236, 1.47481e-09, 0.00230291, 2.20899e-05, 0.373991, 9.04266e-05, 5.90876e-07, 2.32843e-10, 4.13418e-12, 4.04826e-10, 1.01494e-10, 6.45989e-08, 0.351662, 0.161094, 1173, 1173, 0.0810275, 0.0631871, 6.37968e-18, 0.0543511, 0.376441, 0.424986, 7.96718e-06, 0.269537, 0.00204318, 1.47635e-09, 0.00230758, 2.22422e-05, 0.374231, 9.07588e-05, 5.89024e-07, 2.32896e-10, 4.14055e-12, 4.05179e-10, 1.0169e-10, 6.49377e-08, 0.351768, 0.16073, 1173, 1173, 0.0811296, 0.0633338, 6.4796e-18, 0.0548906, 0.37453, 0.426108, 7.99847e-06, 0.268982, 0.00206002, 1.47893e-09, 0.00231479, 2.24776e-05, 0.37459, 9.12744e-05, 5.86133e-07, 2.32956e-10, 4.15092e-12, 4.05778e-10, 1.02006e-10, 6.54583e-08, 0.351939, 0.160292, 1173, 1173, 0.0812606, 0.063551, 6.61771e-18, 0.0556535, 0.371903, 0.427624, 8.04174e-06, 0.268206, 0.00208326, 1.48225e-09, 0.00232449, 2.28092e-05, 0.37511, 9.198e-05, 5.82315e-07, 2.3308e-10, 4.16492e-12, 4.06543e-10, 1.0243e-10, 6.61905e-08, 0.352161, 0.159672, 1173, 1173, 0.08142, 0.0638521, 6.8031e-18, 0.0566749, 0.368485, 0.42956, 8.0981e-06, 0.267179, 0.00211376, 1.48631e-09, 0.00233684, 2.32526e-05, 0.375817, 9.28964e-05, 5.77538e-07, 2.33288e-10, 4.18292e-12, 4.07473e-10, 1.0297e-10, 6.71666e-08, 0.352436, 0.158812, 1173, 1173, 0.0816453, 0.0642252, 7.04322e-18, 0.0579784, 0.364168, 0.431975, 8.16873e-06, 0.265882, 0.00215304, 1.49195e-09, 0.00235239, 2.38231e-05, 0.376697, 9.40671e-05, 5.71482e-07, 2.33511e-10, 4.2073e-12, 4.08787e-10, 1.03695e-10, 6.84103e-08, 0.352797, 0.157868, 1173, 1173, 0.0819468, 0.0646884, 7.35511e-18, 0.0595977, 0.358834, 0.434925, 8.2549e-06, 0.264267, 0.00220279, 1.49939e-09, 0.00237149, 2.45491e-05, 0.377786, 9.55333e-05, 5.64055e-07, 2.33767e-10, 4.23931e-12, 4.10546e-10, 1.04635e-10, 6.99775e-08, 0.353251, 0.156759, 1173, 1173, 0.0823691, 0.0652603, 7.75672e-18, 0.0615159, 0.352332, 0.438515, 8.35765e-06, 0.262279, 0.00226556, 1.50951e-09, 0.00239487, 2.54712e-05, 0.379124, 9.73611e-05, 5.55041e-07, 2.34059e-10, 4.28217e-12, 4.12997e-10, 1.05878e-10, 7.19463e-08, 0.353814, 0.136463, 1173, 1173, 0.0829615, 0.066069, 8.27203e-18, 0.0635932, 0.344487, 0.442881, 8.47901e-06, 0.259772, 0.00234419, 1.52282e-09, 0.00242263, 2.66778e-05, 0.380919, 9.96081e-05, 5.44877e-07, 2.34675e-10, 4.33926e-12, 4.16291e-10, 1.07498e-10, 7.45117e-08, 0.354415, 
0.00578947, 1.00017e+06, 1.00017e+06, 1.00017e+06, 1.00017e+06, 1.00017e+06, 1.00017e+06, 1.00017e+06, 1.00017e+06, 1.00016e+06, 1.00008e+06, 0.16268, 1173, 1173, 0.0716758, 0.0695498, 5.57244e-18, 0.0562565, 0.390489, 0.412021, 7.93108e-06, 0.268338, 0.00186661, 1.27655e-09, 0.00218679, 2.23667e-05, 0.383652, 8.44479e-05, 6.78012e-07, 2.55204e-10, 3.6978e-12, 3.52606e-10, 8.76862e-11, 6.65063e-08, 0.343849, 0.162524, 1173, 1173, 0.0716934, 0.0696218, 5.60309e-18, 0.0564658, 0.389799, 0.412412, 7.94282e-06, 0.268135, 0.00187192, 1.27702e-09, 0.00218915, 2.24537e-05, 0.383802, 8.46136e-05, 6.7696e-07, 2.55276e-10, 3.69978e-12, 3.52691e-10, 8.7757e-11, 6.67058e-08, 0.343893, 0.162281, 1173, 1173, 0.0717338, 0.069764, 5.6632e-18, 0.0568901, 0.388401, 0.413203, 7.96647e-06, 0.267727, 0.00188278, 1.27809e-09, 0.00219395, 2.263e-05, 0.384101, 8.49515e-05, 6.74799e-07, 2.55407e-10, 3.704e-12, 3.52889e-10, 8.79071e-11, 6.7109e-08, 0.343987, 0.161879, 1173, 1173, 0.0717969, 0.0699823, 5.76212e-18, 0.0575454, 0.386264, 0.414404, 8.00253e-06, 0.2671, 0.00189949, 1.27975e-09, 0.00220124, 2.29022e-05, 0.384559, 8.54693e-05, 6.71516e-07, 2.55607e-10, 3.71061e-12, 3.53201e-10, 8.81398e-11, 6.77292e-08, 0.34413, 0.161301, 1173, 1173, 0.0718934, 0.0702765, 5.89611e-18, 0.058451, 0.383338, 0.416033, 8.05162e-06, 0.266244, 0.00192265, 1.28222e-09, 0.0022112, 2.32789e-05, 0.385179, 8.6183e-05, 6.67003e-07, 2.55858e-10, 3.72028e-12, 3.53686e-10, 8.84746e-11, 6.85818e-08, 0.344333, 0.160626, 1173, 1173, 0.0720303, 0.070653, 6.07759e-18, 0.0596354, 0.379563, 0.41811, 8.11465e-06, 0.265137, 0.00195299, 1.28567e-09, 0.00222397, 2.37729e-05, 0.385972, 8.7111e-05, 6.61192e-07, 2.56159e-10, 3.7336e-12, 3.5438e-10, 8.89278e-11, 6.96917e-08, 0.344603, 0.159752, 1173, 1173, 0.0722173, 0.0711193, 6.30399e-18, 0.0611295, 0.374862, 0.420664, 8.19258e-06, 0.263753, 0.00199155, 1.29029e-09, 0.00223979, 2.44022e-05, 0.386954, 8.82791e-05, 6.53977e-07, 2.56504e-10, 3.75141e-12, 3.55339e-10, 8.95226e-11, 7.10921e-08, 0.344948, 0.158666, 1173, 1173, 0.0724754, 0.0716846, 6.59552e-18, 0.0629549, 0.36914, 0.423736, 8.28651e-06, 0.262061, 0.00203974, 1.29653e-09, 0.00225898, 2.51911e-05, 0.388144, 8.97226e-05, 6.45219e-07, 2.56884e-10, 3.77522e-12, 3.56678e-10, 9.02996e-11, 7.28288e-08, 0.34538, 0.157395, 1173, 1173, 0.072816, 0.0723991, 6.96461e-18, 0.0651039, 0.362287, 0.427386, 8.39769e-06, 0.259995, 0.00209927, 1.30452e-09, 0.00228175, 2.61841e-05, 0.389621, 9.14801e-05, 6.35018e-07, 2.57399e-10, 3.80629e-12, 3.58442e-10, 9.12871e-11, 7.49949e-08, 0.345884, 0.125457, 1173, 1173, 0.0732662, 0.0734005, 7.43962e-18, 0.0674246, 0.35414, 0.43176, 8.52695e-06, 0.257421, 0.00217271, 1.31439e-09, 0.00230829, 2.74707e-05, 0.391588, 9.36056e-05, 6.23813e-07, 2.58354e-10, 3.84666e-12, 3.60678e-10, 9.25245e-11, 7.77915e-08, 0.346389, 
