axial_index,radial_index,region,z,r,z_left,z_right,r_inner,r_outer,pressure,density,mean_molecular_weight,cp_mass,velocity_axial,gas_temperature,solid_temperature,viscosity,thermal_conductivity,porosity,tortuosity,specific_surface_area,particle_diameter,pore_radius,Y_CH4,Y_CO,Y_O2,Y_CO2,Y_H2,Y_H2O,Y_AR,X_CH4,X_CO,X_O2,X_CO2,X_H2,X_H2O,X_AR,theta_H(s),theta_O(s),theta_CH4(s),theta_H2O(s),theta_CO2(s),theta_CO(s),theta_OH(s),theta_C(s),theta_HCO(s),theta_CH(s),theta_CH3(s),theta_CH2(s),theta_COOH(s),theta_Ni(s),theta_support_H(s),theta_support_O(s),theta_support_CH4(s),theta_support_H2O(s),theta_support_CO2(s),theta_support_CO(s),theta_support_OH(s),theta_support_C(s),theta_support_HCO(s),theta_support_CH(s),theta_support_CH3(s),theta_support_CH2(s),theta_support_COOH(s),theta_support_Ni(s),wdot_CH4,wdot_CO,wdot_O2,wdot_CO2,wdot_H2,wdot_H2O,wdot_AR,sdot_H(s),sdot_O(s),sdot_CH4(s),sdot_H2O(s),sdot_CO2(s),sdot_CO(s),sdot_OH(s),sdot_C(s),sdot_HCO(s),sdot_CH(s),sdot_CH3(s),sdot_CH2(s),sdot_COOH(s),sdot_Ni(s),sdot_support_H(s),sdot_support_O(s),sdot_support_CH4(s),sdot_support_H2O(s),sdot_support_CO2(s),sdot_support_CO(s),sdot_support_OH(s),sdot_support_C(s),sdot_support_HCO(s),sdot_support_CH(s),sdot_support_CH3(s),sdot_support_CH2(s),sdot_support_COOH(s),sdot_support_Ni(s),sdot_gas_CH4,sdot_gas_CO,sdot_gas_O2,sdot_gas_CO2,sdot_gas_H2,sdot_gas_H2O,sdot_gas_AR,axial_flux_CH4,axial_flux_CO,axial_flux_O2,axial_flux_CO2,axial_flux_H2,axial_flux_H2O,axial_flux_AR,radial_flux_CH4,radial_flux_CO,radial_flux_O2,radial_flux_CO2,radial_flux_H2,radial_flux_H2O,radial_flux_AR
0,0,lumen,0.0005263157894736842,0.00050000000000000001,0,0.0010526315789473684,0,0.001,1000238.4534644755,1.5941513165197658,15.543835541943977,3044.5033279191998,0.14189531177825435,1173,1173,3.9665075761319311e-05,0.19196702862043874,0.59999999999999998,2,500000,0.00035,0.0001,0.17986975818370229,0.033090858548923727,9.9520146128020138e-17,0.081735924138457414,0.024570654400045286,0.68268584417488121,2.2833661891828167e-05,0.17427326186976877,0.018363401043420255,4.8344421042695716e-17,0.028868862338998637,0.18944554124615381,0.58904004932931153,8.8841723471071448e-06,0.25610243632917751,0.0075350853143311145,4.2527281802806225e-09,0.0042837426514198279,2.3793706442113697e-05,0.26069969838180668,0.00023746247437753213,8.3663969840151765e-08,6.4314549953361979e-11,1.4750429489531981e-11,1.2272132185713268e-09,3.8015742920355032e-10,4.9359555534197422e-08,0.47111764217979496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,9.7761618581120449e-10,-3.6137186033318285e-10,-2.1509638565159595e-10,-3.621874773478615e-09,1.6628344751482005e-12,6.2292046949775047e-09,3.4543927426971282e-10,-8.3194956457775804e-12,-3.2216685522816338e-14,-4.8150107821384481e-16,2.1106209335601515e-15,-3.5886048056967992e-15,-9.2232838675911352e-12,-3.3380028228174611e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.7398523442617442e-06,7.2651312221783115e-07,8.223732525395165e-22,1.0073410278584051e-06,6.2268712788804415e-06,-2.7437714220646114e-06,0,0.037414566832228949,0.010797977135055653,1.6291438718391997e-17,0.023372562504726288,0.0065490527109824202,0.14949572197600478,5.1916002341901938e-06,-1.404817741833027e-05,1.8775892357868032e-06,-9.8928195911509017e-20,-1.8946581892104984e-05,2.7881253983300137e-05,-5.1693695497266666e-05,-2.0391207872825528e-09
0,1,lumen,0.0005263157894736842,0.0015,0,0.0010526315789473684,0.001,0.002,1000238.0106427982,1.6394060998364564,15.985101175676432,2962.1755314142888,0.14177981960354355,1173,1173,3.9671345333981117e-05,0.19165855758658265,0.59999999999999998,2,500000,0.00035,0.0001,0.17516599409727782,0.032138239603126964,9.8767731575346503e-17,0.079977475775888832,0.023731770452825096,0.66480341350657068,2.22451270414527e-05,0.17453382398447465,0.018341057181867751,4.9340964501655276e-17,0.029049695336244723,0.18817199988409605,0.58989452272204213,8.900891274678277e-06,0.25551907423109305,0.0076053725523905161,4.2637355409210313e-09,0.0042946410207650746,2.3986253160628583e-05,0.26068563249512738,0.00023887063883093224,8.2975022510476741e-08,6.4089950331456757e-11,1.4841465048837742e-11,1.2316939420238832e-09,3.8231051590551065e-10,4.9591750863055692e-08,0.47163228428512421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,-4.2601653962896828e-10,-8.1970835403153949e-12,-1.4588543990689188e-11,5.1748918000324059e-10,-1.4222889359316593e-14,4.7305256500179693e-10,8.066078491725091e-12,-1.2615993319475827e-14,-2.2560825430706976e-17,-1.5533961799232922e-18,2.2354565980412924e-17,-7.0031825879100028e-18,-1.5522878679722933e-13,-5.4962307359495655e-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.7528332236574351e-06,7.3554407578613201e-07,-7.8140068796129786e-21,1.0168308659226978e-06,6.2755830675248481e-06,-2.7701958794645876e-06,0,0.037356474928737705,0.010839014184844927,1.6494772749766657e-17,0.02363852047134795,0.0065116081276234399,0.1494577151835684,5.1953609493267565e-06,-6.3591965588936141e-05,9.0796510390434973e-06,-3.3258101098989321e-19,-7.0775619464821926e-05,0.00011860351400909619,-0.00022670546970571216,-6.757756316666208e-09
0,2,lumen,0.0005263157894736842,0.0025000000000000001,0,0.0010526315789473684,0.002,0.0030000000000000001,1000236.718872849,1.6327318473084738,15.920044143424475,2981.7116055729002,0.14123156823447089,1173,1173,3.9695473952320355e-05,0.19035986784336464,0.59999999999999998,2,500000,0.00035,0.0001,0.1770708556212082,0.032079019220539802,1.0592355817359347e-16,0.082176227834163548,0.023140302674687304,0.67169311563468237,2.2475463240545374e-05,0.17571375914751458,0.018232752662219059,5.2700410086636604e-17,0.029726855294598623,0.18273543654425861,0.59358223989666736,8.9564547417621126e-06,0.2530112666059659,0.0079184009329362481,4.3131733274189157e-09,0.0043422478323165634,2.4824900537715068e-05,0.26055954378225793,0.00024508375233615024,8.0005718445508537e-08,6.3086120131270702e-11,1.5249892557466652e-11,1.2519210887870642e-09,3.9197378067565413e-10,5.0580646331537524e-08,0.47389849557178854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,-1.912810882981067e-09,-9.6419187978351221e-11,-5.1729034262405662e-11,1.4661529356815529e-09,-3.8027014263170011e-13,2.576039028249176e-09,9.5563416834541058e-11,-9.544719615367514e-15,-2.8838841828081435e-16,-2.9568008987842321e-17,3.0477842810690627e-16,-1.8440206018683857e-16,-2.0417846969435803e-12,-2.074364684680982e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.8102452001844682e-06,7.4289277061934111e-07,3.6951264423567641e-21,1.0648305513636697e-06,6.4966277150968477e-06,-2.8765903651306601e-06,0,0.037558697883383889,0.010603496421708354,1.7604995091296209e-17,0.023837115625057654,0.0062927675617792571,0.1497754188793223,5.1989707580688601e-06,-0.00064881505164460186,0.00031156400156246084,-2.4059585826429423e-18,0.00060713612716008854,0.00055322602513144931,-0.0014163565642060544,-1.3726874859124916e-08
0,3,support,0.0005263157894736842,0.0035000000000000001,0,0.0010526315789473684,0.0030000000000000001,0.0040000000000000001,1001933.9962908499,1.6831472630209068,16.383821194681339,2940.2477479704935,0.13888437479859281,1173,1173,3.9573688830292382e-05,0.18596732662939608,0.40000000000000002,2,300000,0.00033700000000000001,0.0001,0.18393700998771079,0.024756885192309726,1.5088291347618903e-16,0.064131440861615444,0.019313387721750331,0.67824442102637883,2.2117321326961795e-05,0.18784461028005792,0.014480984660052007,7.7256037118771685e-17,0.023875072372332662,0.15695788248844814,0.61683237970504357,9.0704940657385295e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24643480250504088,0.010058802916529419,4.8498352851383793e-09,0.0047461682130572978,2.5071361643585505e-05,0.2408334825988834,0.00028878822495499815,5.542213166430475e-08,4.8885456762635631e-11,1.8692009549958309e-11,1.4535859146517562e-09,4.7539580709582044e-10,4.740974935233186e-08,0.49761277450155883,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.695460030875643e-08,-3.4126721835349966e-09,-1.5045183345240004e-09,-3.3971487973702304e-08,2.5411556539567393e-12,2.3245861730262964e-08,3.2659433875851773e-09,-1.2813789146502025e-11,-3.6851254432593224e-14,-2.900661512252944e-15,1.6011600347960476e-14,-2.1264745392893348e-14,1.3024062550378272e-11,-4.5804336510214494e-09,-2.3326371660949141e-06,9.2175000358796222e-07,-6.5910894594761445e-21,1.3891431126726829e-06,8.3813330575693845e-06,-3.6891949675155189e-06,0,0.039668011341873442,0.008640146041360269,2.3615815835306257e-17,0.01985641944794643,0.00583829908013198,0.15298322937379255,5.1751322623453795e-06,-1.308614181421974e-06,-3.1515694632561648e-08,-1.6923096163174807e-20,-2.0190938493720608e-06,3.0064379350941136e-06,-5.6454669806078144e-06,-1.834121727761771e-10
0,4,support,0.0005263157894736842,0.0045000000000000005,0,0.0010526315789473684,0.0040000000000000001,0.0050000000000000001,1001555.0185753374,1.6214099505556532,15.788839852452307,3058.8689124862985,0.13767007341526366,1173,1173,3.9604766029164433e-05,0.18449343454800149,0.40000000000000002,2,300000,0.00033700000000000001,0.0001,0.19196411096872032,0.0257193547537591,1.7188905001399606e-16,0.068934839004099677,0.019269329153084977,0.70847406356403286,2.3119517530567717e-05,0.18892293246297504,0.014497635605694767,8.4815572318930833e-17,0.024731330711679718,0.15091287304675058,0.62092609099243024,9.1371804694892951e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24278678005535137,0.010582802814673125,4.8998058541973446e-09,0.0047993554166458723,2.639569621499222e-05,0.24144576080468561,0.00029786914257933655,5.3260508145437216e-08,4.8198914365075051e-11,1.9313187695358057e-11,1.4807558517975852e-09,4.8976935121414124e-10,4.8937406866620975e-08,0.5000609269343137,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5389347995745666e-08,-3.8144735976407732e-09,-3.1163562762751025e-09,-4.901408163992346e-08,1.2914380936174252e-11,6.1562340285595523e-08,3.6755796399394122e-09,-4.0808791838386343e-11,-1.6976295184822356e-13,-4.4078907176651025e-15,1.8449425480142256e-14,-3.3050942201099542e-14,-5.0430179792569858e-11,-2.4603842555006436e-08,-2.4209078609595258e-06,8.8035126911967243e-07,-1.2415662746590164e-20,1.4821891211904344e-06,8.744619034724288e-06,-3.8570636748946896e-06,0,0.039795740294875322,0.008330734654704991,2.6821703348689132e-17,0.020596972140201387,0.0053443684767419397,0.15320930167877492,5.1871357973361518e-06,0,0,0,0,0,0,0
1,0,lumen,0.0015789473684210526,0.00050000000000000001,0.0010526315789473684,0.0021052631578947368,0,0.001,1000227.7763619123,1.5217935593953777,14.838466759714434,3016.2557623397943,0.15051138200427477,1173,1173,4.0001294322494916e-05,0.20812609805093221,0.59999999999999998,2,500000,0.00035,0.0001,0.14311803854420885,0.065214923834142499,3.5566153648830407e-17,0.12730461656320927,0.038153311152209379,0.61835978126360547,2.2626375784740903e-05,0.13237251496938054,0.034547999983942597,1.6493130467187517e-17,0.042923159381748559,0.28082174568705404,0.50932617595472096,8.4040231533087731e-06,0.2691245176819026,0.0037941909922147936,2.7881852367932023e-09,0.0031970634021064089,2.2571629522870286e-05,0.31707582541686596,0.00014557421965308889,2.3200374489231648e-07,1.2714872099840101e-10,8.0058512631970004e-12,7.6586356741238338e-10,2.1021897015914589e-10,5.6944956342926527e-08,0.40663996380956352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,9.797501752741884e-09,-4.7898451325689045e-10,-1.4990631056414687e-09,-2.4309315771203395e-08,2.5640249472214105e-12,4.3227875425044804e-08,4.2896282634196251e-10,-2.242788908150134e-11,-5.0490836389951284e-14,-8.7668488227143563e-16,4.2087326566669928e-15,-6.0828490511470361e-15,-2.3884396249611783e-13,-2.7146820487062785e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.9641739156831315e-07,4.1292363955891531e-07,-1.0880961973426628e-21,3.4178509567602471e-07,2.7303961064317761e-06,-1.1153669686736478e-06,0,0.030710597754556562,0.017534976716843117,6.8440641905437051e-18,0.031414608757458259,0.0093357814327028957,0.13888060692765075,5.1992439439627851e-06,-1.5856914672471196e-05,-6.0166252918756826e-06,-3.6694862328764892e-20,-5.9561418024054392e-05,5.5015069821706374e-05,-9.0703282720892855e-05,-3.6307567077969852e-09
1,1,lumen,0.0015789473684210526,0.0015,0.0010526315789473684,0.0021052631578947368,0.001,0.002,1000227.3445472915,1.5208819995321157,14.829584866463566,3021.0600155301877,0.15021443016379316,1173,1173,4.0020570583401619e-05,0.20751320990843369,0.59999999999999998,2,500000,0.00035,0.0001,0.14350830816829463,0.065382674888045458,3.6340520064564427e-17,0.12900331165049256,0.037866430412915195,0.62040896668676404,2.2715647716890511e-05,0.13265403197807965,0.034616134453718903,1.684214095846241e-17,0.043469871121266733,0.27854337470156892,0.51070815561456206,8.4321308038627566e-06,0.26829928105059109,0.0038394458217511939,2.7969136229204282e-09,0.003208950300856959,2.2885826420979483e-05,0.31743482041532717,0.00014671175804735554,2.3018468783492283e-07,1.2700879954851612e-10,8.0585656525854289e-12,7.6856966412497539e-10,2.1151112293046752e-10,5.7503068812130753e-08,0.40704761322695582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,1.9079633568293325e-10,-3.1961907894040078e-12,-2.9347400664789864e-11,-4.2869818328538286e-10,2.3904272658525905e-14,8.1251614800475352e-10,2.8802350509024789e-12,-1.6664588545906023e-13,-3.2217794031949618e-16,-5.9398806070161167e-18,2.8833724480391755e-17,-4.2301535106845329e-17,-3.7196995448682399e-14,-5.4477053533603838e-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.0432541484966313e-07,4.5660382932966037e-07,-6.9161076865890695e-22,3.4693859703476832e-07,2.7599059016919503e-06,-1.1508644985891436e-06,0,0.030738615637584663,0.017487045557710489,6.9355319161407836e-18,0.031686959460171783,0.0092351785166422031,0.13895714259648057,5.2030714803882766e-06,-0.00013179785159807083,6.4853331548458281e-05,-1.5466568106797357e-19,-3.863754801773492e-05,0.00017352472372130913,-0.00034131124356332105,-7.3091285731574836e-09
1,2,lumen,0.0015789473684210526,0.0025000000000000001,0.0010526315789473684,0.0021052631578947368,0.002,0.0030000000000000001,1000226.1097374512,1.5207246363100893,14.828068778777594,3033.7105448701072,0.14907347141430152,1173,1173,4.0033199944159341e-05,0.20593671715521561,0.59999999999999998,2,500000,0.00035,0.0001,0.14606490598570426,0.063996501885697041,3.9531274076718118e-17,0.13007453073694231,0.036887396949169309,0.62686393797956463,2.2871037381532787e-05,0.13500345771499755,0.033878776564165859,1.8319034030948306e-17,0.043826355703028938,0.27131391817081013,0.51596900290293402,8.488944063463369e-06,0.26675666395133329,0.0040118434274362819,2.8675324955281469e-09,0.0032660224466599746,2.3403139541908511e-05,0.31572697080789419,0.00015129696665841362,2.1882780546727979e-07,1.2358855520913508e-10,8.3507623426424995e-12,7.8929490839406847e-10,2.1902878096227969e-10,5.8036525296818288e-08,0.41006351838831129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,-2.6272108039618317e-10,-4.5554280871247421e-12,1.1696662940269034e-10,1.3976912193373696e-09,1.4177894969158444e-14,-3.7854309419037627e-09,4.5761599565176534e-12,-1.1022502355295671e-12,-3.8288863450286314e-15,-1.5948827695562175e-17,5.4629956551885699e-17,-1.1181596788799714e-16,-1.4561043796961547e-12,2.5360215582070699e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.4181518178634562e-07,4.7415952972307274e-07,-7.3647222658380684e-21,3.7132666443016558e-07,2.8965507934547441e-06,-1.2144222519827608e-06,0,0.031208227770213984,0.016896896634360878,7.4888204391180108e-18,0.031531597688920984,0.0089462216134293775,0.13953776842296595,5.1980944647334489e-06,-0.00068624537583371402,0.00055014039252597739,-4.0890102393576226e-19,0.00069125549762341849,0.00044766049581365853,-0.0012268569983649314,-4.1756399819911472e-09
1,3,support,0.0015789473684210526,0.0035000000000000001,0.0010526315789473684,0.0021052631578947368,0.0030000000000000001,0.0040000000000000001,1001848.5396457643,1.5327918958482576,14.921528860826792,3057.6919196646254,0.14772054048256256,1173,1173,3.9840778341261863e-05,0.20355732426086076,0.40000000000000002,2,300000,0.00033700000000000001,0.0001,0.1583967713969823,0.051772124486489282,4.7727129493416299e-17,0.11035832714500782,0.034097697493139859,0.64626850404228831,2.2815407787400633e-05,0.14732419097811225,0.027580123159995262,2.2256445408476428e-17,0.037417686462469013,0.25237588156330742,0.5352935961648827,8.5216712333224242e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26820467401041254,0.0046605523220230568,3.2647396970123187e-09,0.0035350913238349374,2.2162215591560499e-05,0.29627730570395916,0.00016965454573655714,1.6675847132942557e-07,1.0132161823115334e-10,9.798398136238468e-12,9.0592141861823886e-10,2.5699395631008338e-10,5.3061794691080738e-08,0.4271303355195154,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.1027045214165959e-09,-4.1649806841875724e-10,-2.6138219303252293e-10,-6.0495572655952396e-09,8.3915296586467569e-14,4.4509053615058441e-09,3.875503041662482e-10,-4.777774259123041e-12,-7.4241559052387127e-15,-4.6028945353519054e-16,2.5521241638163657e-15,-3.2941299297581894e-15,4.3186501962134714e-12,-1.2133387921503346e-09,-1.0371916372153844e-06,5.4510328120760398e-07,7.7661935616727839e-21,4.8789921667092223e-07,3.5984912254150014e-06,-1.5192829126986496e-06,0,0.033799340019768302,0.013996592124410184,8.8108019499223485e-18,0.027269660310231786,0.0085203316809020629,0.14322365586011196,5.1722463664486717e-06,-5.7946376909947018e-06,1.0615795363428411e-06,-1.5101033831044149e-20,-6.9973731493830004e-06,1.1838350981262936e-05,-2.1730619150591555e-05,-7.3547932756240786e-10
1,4,support,0.0015789473684210526,0.0045000000000000005,0.0010526315789473684,0.0021052631578947368,0.0040000000000000001,0.0050000000000000001,1001470.7647543988,1.5549433351533726,15.142880273285121,3044.4027570925023,0.14444044577532963,1173,1173,3.9949059410078379e-05,0.19822858127366766,0.40000000000000002,2,300000,0.00033700000000000001,0.0001,0.16096627950309894,0.050019771375046929,6.0621578285330111e-17,0.1170795094016757,0.03067089962863145,0.65473268252179206,2.3154530043453284e-05,0.15193499336480559,0.027041892510868616,2.8688833738119099e-17,0.040285418739906265,0.23037984174122575,0.55034907701550351,8.7766276904179314e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26052968159367201,0.0053376640929132775,3.4224659916220311e-09,0.0036944972000303449,2.4873634471349998e-05,0.29588450028145324,0.00018560851732390808,1.4761788661653615e-07,9.6465027559350409e-11,1.0722731813630875e-11,9.5784545981136952e-10,2.7958081078218309e-10,5.6895405731411707e-08,0.43434296539972472,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.4026822684815821e-08,-5.359055726733602e-09,-3.1116792939893421e-09,-5.8624810009403769e-08,1.2676490824918563e-11,7.6930776281736602e-08,4.9737832708050193e-09,-9.5705602568430664e-11,-2.2035159626676232e-13,-6.6896492141804827e-15,3.4199744225977061e-14,-4.8356402072407674e-14,3.2724564171562677e-11,-3.8785291785935835e-08,-1.1551135287758696e-06,4.7345241011020889e-07,-6.3904127841409777e-21,6.0789256739382963e-07,4.0678074919586749e-06,-1.7072488205371883e-06,0,0.033922500927610233,0.013199560783975061,1.1340932382308734e-17,0.029038673160231905,0.0073624245783342757,0.14314156489180335,5.1864475569770764e-06,0,0,0,0,0,0,0
