train_loss,valid_loss,best_valid_loss,n_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1961932040117681,0.09396291808784007,0.09396291808784007,33753,1785119036,,False,1,571a3c2a,2026-07-26_21-23-56,73.78993821144104,73.78993821144104,38179,Rohan-Laptop,172.22.123.235,73.78993821144104,1
0.09067631638981402,0.07923711408674718,0.07923711408674718,33753,1785119112,,False,2,571a3c2a,2026-07-26_21-25-12,76.44384860992432,150.23378682136536,38179,Rohan-Laptop,172.22.123.235,150.23378682136536,2
0.06747182845324277,0.051023609958589074,0.051023609958589074,33753,1785119206,,False,3,571a3c2a,2026-07-26_21-26-46,93.47750401496887,243.71129083633423,38179,Rohan-Laptop,172.22.123.235,243.71129083633423,3
0.04313558185077272,0.03451475502178073,0.03451475502178073,33753,1785119303,,False,4,571a3c2a,2026-07-26_21-28-23,97.77045631408691,341.48174715042114,38179,Rohan-Laptop,172.22.123.235,341.48174715042114,4
0.03385043297742959,0.031012039329856633,0.031012039329856633,33753,1785119391,,False,5,571a3c2a,2026-07-26_21-29-51,87.33425188064575,428.8159990310669,38179,Rohan-Laptop,172.22.123.235,428.8159990310669,5
0.028809494028100745,0.022621056512929498,0.022621056512929498,33753,1785119481,,False,6,571a3c2a,2026-07-26_21-31-21,90.40726733207703,519.2232663631439,38179,Rohan-Laptop,172.22.123.235,519.2232663631439,6
